user_id,section_id,project_id,post_date,prompt,post_text,post_score,answer_date,answer_text,answer_score
48428,1,1,2019-02-04,AsmJit equivalent of mov eax[ecx+0CC],<p>What is the asmjit equivalent of <code>mov eax[ecx+0CC]</code>? </p> <p>This is close: <code>c.mo,2,2019-02-12,"<p>The answer is:</p>

<p><code>a.mov(x86::eax, x86::ptr(x86::ecx, 0x0CC));</code></p>",1
16553,3,2,2019-02-10,Summarizing log file to unique entries only,<p>I have been using this script for years at work to summarize log files. </p> <pre><code> #!/usr/b,2,2019-02-10,"<pre><code> @alpha=sort @logf;
 $prev = 'null';
 @uniq = grep($_ ne $prev &amp;&amp; ($prev = $_), @",2
26464,2,3,2019-02-09,Tools to make CSS sprites?,<p>Are there any good tools to make css sprites?</p> <p>IDEALLY I'd want to give it a directory of i,119,2019-02-09,"<p>This will do 90% of the work for you: <a href=""http://spritegen.website-performance.org/"" rel=""no",46
27202,3,2,2019-02-10,Error on installation with node.js,<pre><code>I have created the following package.json { name : garima  description : garima app  vers,0,2019-02-10,"<p>Your package.json is fine, you could remove the ""mongodb"" part because that is a dependency from ",0
43136,3,3,2019-02-01,Including pipe running Oracle sql from DOS batch script,<p>We use the approach below to run SQL from a DOS batch script.</p> <p>The model works fine but thi,1,2019-02-01,"<p>Store the SQL as file and redirect SQL Plus's input:</p>

<pre><code>sqlplus x/x@orcl &lt;sql.txt",1
20635,3,2,2019-02-13,How i can implement this Matlab code in C?,<p>I need your help to implement this Matlab code in C.</p> <p>ro=sqrt((c1.<em>c1).</em>(c2.<em>c2).,1,2019-02-13,<p>This could be solved using a <code>for</code> loop to do the elementwise multiplication. I've pro,2
29034,2,1,2019-02-22,Android Universal Image Loader: by-pass disc/memory cache check when loading an image?,<p>The library only exposed option to enable/disable caching in display options. Is there a way to a,0,2019-02-22,<p>UIL always check caches before displaying. So there is no way to avoid without changins the sourc,2
29703,3,2,2019-02-17,How to get the return value of a JavaScript function/Object on Webbrowser Control,<p>How can i can get/capture the value of a JavaScript object on the page rendered in a webbrowser c,0,2019-02-17,"<p>You need the InvokeScript call of HtmlDocument. <a href=""http://msdn.microsoft.com/en-us/library/",2
37702,3,1,2019-02-23,Google map custom marker and custom Info window,<p>I have created a google map with multiple locations with multiple markers. I'm trying to use a cu,0,2019-02-23,"<p>You can use something like that.</p>

<pre><code>for (i = 0; i &lt; locations.length; i++) {
    ",1
40496,1,1,2019-02-22,C++ STL: Binary Search Tree Implementation?,<p>Do you know please if <strong>C++ STL</strong> contains a <strong>Binary Search Tree (BST)</stron,12,2019-02-22,<p>What you need is a way to look up some data given a key. With the key being an <code>unsigned int,36
12297,1,3,2019-02-26,Parsing csv files with specific column delimiter & string enclosure using the CsvHelper library,<p>I am using this <a href= http://joshclose.github.io/CsvHelper/ rel= nofollow >http://joshclose.gi,0,2019-02-26,"<p>This seems to work, using CsvHelper:</p>

<pre><code>var textToParse = @""SupplierSku,CatIds,Stock",3
12812,1,1,2019-02-26,Make a clickable buttom from an image,<p>I am trying to implement a coumple of buttons in my sketch so far so good. Keeping it simple I ca,0,2019-02-26,"<p>Just use the same logic you use for a rectangle with the image coordinates...</p>

<p>Something l",1
25069,2,3,2019-02-12,Thread inside Service - Need to wait until Thread is finished [Android],<p>I have my application connecting to a server over SSH (Using JSch) but the app cant keep up if I ,1,2019-02-12,"<p>See <a href=""https://stackoverflow.com/questions/4194439/sending-commands-to-server-via-jsch-shel",0
1820,3,2,2019-02-19,Select value from root node in XSLT,<p>I have an XSL variable <code>prdxml</code> which holds an XML like this </p> <pre><code> &lt;node,0,2019-02-19,"<p>This looks like the XML structure of an Umbraco node (pre-v4.5).</p>

<p>To access any of the att",2
32907,2,3,2019-02-07,How to determine ops cause getMore operations on a MongoDB server,<p>I am seeing the following in mongostat on the primary server in my replicate set:</p> <pre><code>,5,2019-02-09,"<p>A <a href=""http://docs.mongodb.org/manual/core/cursors/#cursor-batches"" rel=""noreferrer""><code>ge",11
19493,1,1,2019-02-07,How do I create a 3270 screen with my own menu|options?,<p>I want to know if it is possible to create a 3270 type screen with my own options like a program.,0,2019-02-07,"<p>It depends on where your Rexx program is running.  For example, if you are running Rexx in <a hre",6
29352,1,1,2019-02-16,Keep the Fancybox thumbnails from moving around?,<p>Is there a way to keep the Fancybox thumbnails from moving around when you select one? Currently ,2,2019-02-16,"<p>It came down to modifying the source of: </p>

<pre><code>&lt;script type=""text/javascript"" src=""",0
26305,3,2,2019-02-14,lining up printfs to look nice and line them up,<p>How in the world do you format this for things to line up ive tried everything nothing changes?!<,-2,2019-02-14,"<pre><code>printf(""%4s %6s\n"", "" N "", ""Count"");
printf(""%4s %6s\n"", ""----"", ""------"");

for(i = 0 ; ",1
11584,1,1,2019-02-25,What is the most efficient cheap and accurate way to measure time in Java in resolution of microseconds?,<p>I'm using ASM java byte code instrumentation and my goal is to measure the time in each access to,0,2019-02-25,"<p><code>System.nanotime()</code> is a native method call, if that is too costly for you , then you ",6
16814,3,2,2019-02-28,fibonacci series in perl executes to infinite loop,<p>Hi I am trying to execute fibonacci series with recursive function using perl. This is the code <,0,2019-02-28,"<p>We have a problem if <code>$rec == 0</code>:</p>

<pre><code>if($rec == '0')
{   # yes, this bran",3
11003,1,3,2019-02-16,getting list of previously entered strings under the edit-text in android just like a username field of some email/website,<p>I want some directions. I have not much clear understanding about it. So please... </p> <ol> <li>,0,2019-02-16,"<p>You are most of the way there. I recommend using an <a href=""https://developer.android.com/refere",1
36204,3,1,2019-02-05,How to show image INSTANTLY after waiting for download,<p>How can I use Javascript to instantly show an image after downloading?</p> <p>I tried Image.onloa,0,2019-02-05,"<p>You create an image element and load if first, then show it</p>

<pre><code>var image = new Image",1
30178,3,2,2019-02-01,Android SharedPreferences,<p>I have 3 webviews in my search engine app.When the user enters his query by default he gets Googl,0,2019-02-01,"<p>Accessing data from SharedPreferences:</p>

<pre><code>SharedPreferences sharedPref = getSharedPr",13
32067,3,1,2019-02-01,menu directory is missing,<p>I'm a very new programmer in Android. I'm trying to define an action overflow button in my app. F,0,2019-02-01,<p>You can create a menu dir in the res/ folder. Right click on <code>res</code> in the project view,41
17227,2,3,2019-02-22,Search file for text starting and ending with..and add the inbetween in an array (PHP),<p>I need to parse a lot of files and get their header declaration from all of them and add them all,1,2019-02-22,"<p>This should work - </p>

<pre><code>/*
    Function-&gt; get_header()
    Input   -&gt; The heade",1
11753,2,1,2019-02-02,What are likely causes of StringBuilder and ResultSet performance issues,<p>I'm looping through a ResultSet in Java; which for testing purposes is returning about 30 rows wi,2,2019-02-02,"<p>I very much doubt that <code>StringBuilder</code> is the culprit here. Java uses it extensively, ",3
25843,1,1,2019-02-25,Tracking hbm2ddl changes and promoting those changes across environments,<p>Our developers use hbm2dll to make database schema modifications. </p> <p>The hbm2ddl is set to a,0,2019-02-25,"<p>It certainly is a good practice for initial quick prototyping, but as soon as you want to have so",0
28561,2,2,2019-02-19,Reference a field on a form within a query using SQL,<p>I have an Access 2007 database that will be housing tables which refer to the bill of materials f,1,2019-02-19,"<p><em>""...  I'm trying to reference the product name in the dropdown on the form as the table name.",1
23599,1,1,2019-02-07,Set custom title bar in PreferenceAcivity,<p>I am using PreferenceActivity how can I set a custom title bar? Not only text but background colo,6,2019-02-28,"<p><code>PreferenceActivity extends ListActivity</code>, and when you inflate the preferences from x",11
19596,1,3,2019-02-11,Joining a thread stops execution with no exception,<p>My application has 2 threads - the main UI thread and another thread. </p> <p>The application col,3,2019-02-12,<p>You should have separated the ViewModel from the View (UI) and use WPF data-binding to bind them ,3
17325,3,1,2019-02-06,Is there any way to use facebook login on a localhost?,<p>I am new to web development I've learned php mysql and javascript. I'm trying to make a website t,0,2019-02-06,"<p>Facebook <a href=""https://developers.facebook.com/docs/authentication/"" rel=""nofollow"">authentica",1
45238,2,3,2019-02-12,C++ Is there a way to work around circular dependency?,<p>Now I know that in C++ everything has to be declared before it can be used. But what if I have tw,2,2019-02-12,"<p>A forward declaration is exactly what you want:</p>

<pre><code>void func2(); // forward declare ",3
9039,3,1,2019-02-22,pass a list of dates to a JQuery calendar,<p>does anyone have any idea how I can pass a list of dates in code behind to a calendar so it will ,6,2019-02-25,<p>The simplest solution for you would be to create asp.net handler or a web page that returns the d,2
29830,2,1,2019-02-26,length of 'dimnames' [2] not equal to array extent on one of two very similar sets,<p>I collected data in two data frames <code>vols</code> and <code>flow</code>. The latter can be co,1,2019-02-26,<p>It is unclear how you created those data.frames. From the <code>str</code> output they appear not,9
4362,3,1,2019-02-04,D3: animate circle between two nodes,<p>I am getting up to speed with D3 and stumbled upon an excellent script that binds nodes with elli,0,2019-02-05,<p>The reason I could not get the animation to work was because the script was running before the do,0
15998,3,2,2019-02-28,.NET or MSSMTP adding a line-break in the From header,<p>I might be just blind (very possible!) but i can't find any information on here/Google anywhere t,4,2019-02-28,"<p>Ok!</p>

<p>The last part of my edit turns up the results.</p>

<p>Switch the test client applica",3
1344,3,3,2019-02-05,hide scrollbar but able to scroll with mouse,<p>I want to hide scrollbar to appear on a long divbut still able to scroll through mouse or keyboar,3,2019-02-05,"<p>I'm not 100% sure on the browser compatibility of this, but you can have two div's - an outer div",5
48455,1,3,2019-02-27,Android Volley POST string in body,<p>I'm trying to use Volley library to communicate with my RESTful API.</p> <p>I have to POST string,5,2019-02-27,"<p>First thing, I advise you to see exactly what you're sending by either printing to the log or usi",7
35074,2,3,2019-02-11,Issues with httpd over 3G,<p>I am experiencing a strange issue with connecting to my web server from my Iphone4. I have an app,1,2019-01-06,"<p><a href=""https://forums.aws.amazon.com/thread.jspa?threadID=58545"" rel=""nofollow"">Here is a topic",1
24037,1,2,2019-02-08,Hash Key REQUIRED,<p>In some step of integrating app with the facebook Need to provide the Hash key. for that facebook,0,2019-01-22,"<p>We need to set full path of openssl as below:</p>

<pre><code>C:\Program Files\Java\jdk1.7.0_67\b",0
42027,2,1,2019-02-13,Javascript function not getting called in Drupal 7 which used to run proper in Drupal 6,<p>I am in the process of migrating my Drupal 6 site to Drupal 7. As a result i am facing some issue,0,2019-02-13,"<p>It should be</p>

<pre><code>(function($) {
</code></pre>

<p>Not</p>

<pre><code>(function$ {
</",0
19285,3,3,2019-02-28,Unhide certain function with same name and different signature from base class in derived,<pre><code>class Base { public: virtual void f(int) { printf( Base f(int)\n ); } virtual void f(int ,1,2019-02-28,<p>It is not possible to unhide base class methods with the <code>using</code> directive selectively,4
30754,2,2,2019-02-10,How to add hyperlink as a cell value into flextable in GWT,<p>I have a flextable in GWT and I want the values of the column 1 should be a hyper link. How to ad,0,2019-02-10,"<p>I'm not sure what you'd like to know exactly, but to quote the <a href=""http://www.gwtproject.org",0
893,1,2,2019-02-10,How to make downloadable correct pdf file and verify it in itextsharp in asp.net?,<p>I've created a PDF file using itextsharp which is working fine. I've created an Activex control t,0,2019-02-10,"<p>Pdfencodings is not meant for that, I just used convert.tobase64string and convert.frombase64stri",0
37446,3,1,2019-02-11,Package structure affects managed classes,<p>I have several Spring boot projects. For the purpose of this question lets say I have the followi,0,2019-02-11,<p><code>Spring Boot</code> will scan <code>@Entity</code> classes if they are placed in the same pa,1
46642,1,1,2019-02-01,gdb: get gdb into foreground,<p>I'm using <strong>gdb</strong> to debug a program via a ssh session. After a while the ssh sessio,0,2019-02-01,"<p>No.</p>

<p>The proper way to do this would be to use a program like <code>screen</code> or <code",2
22993,2,3,2019-02-07,When clicking the link javascript we take an id from date attribute and we add it in the form and we display a modal window,<p> When clicking the link javascript we take an id from date attribute and we add it in the form an,0,2019-02-07,<p>If the form submit path is being altered by the user doing something on the client-side without a,0
16928,3,1,2019-02-27,c++ socket client keeps receiving something from Java server eventhough outputstream is closed,<p>I have server in java and a client in c++ and I have problem with the C++ client. The client work,0,2019-02-27,"<p>Here is where it goes wrong:</p>

<blockquote>
  <p>And in the Java server I ONLY close the outpu",1
15143,3,2,2019-02-05,Android radio button text truncated,<p>I have an app that shows a Radio Group with four Radio Buttons whose test is set dynamically. I a,0,2019-02-05,"<p>OK then you can try this code:</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""utf-8""?&gt;
&lt;R",0
38645,2,1,2019-02-06,Parse.com get ObjectIDs with Swift,<p>I currently start with my first parse steps but currently i stuck on a very basic point. Is there,0,2019-02-06,"<p>Here is a Swift solution:</p>

<pre><code>        // objectIds is your array to store the objectI",3
41285,3,2,2019-02-13,Update multiple users at once?,<p>On my site users can create teams (clans) and invite other users to join them.</p> <p>I’m working,1,2019-02-13,"<p>On your HTML form change the dropdown and your hidden input to be arrays:</p>

<pre><code>&lt;td&",0
3556,2,3,2019-02-16,Communicate between Controller and ApiController,<p>Very new to MVC development and for our project we're communicating RESTfully with a SQL database,0,2019-02-16,"<p>So, I'm going to state a religious answer (that is this is how I decide to program, not a best pr",0
49328,3,3,2019-02-17,Executor service in java--> how to convert single thread code to use executor,<p>Pardon me if the question sounds silly - I am just starting to use Executor.</p> <p>I have an exi,7,2019-02-17,"<p>In your main, you can write something like this:</p>

<pre><code>ExecutorService executor = Execu",9
28277,1,2,2019-02-14,How to dynamically change shortcut key in Firefox?,<p>I have a firefox extension which can be activated by a shortcut key. I want users to be able to c,1,2019-02-16,"<p>Turns out I need to delete the keyset as well and create an entirely new keyset. </p>

<pre><code",1
47881,2,3,2019-02-08,Memory Allocation in std::map,<p>I am doing a report on the various C++ dictionary implementations (map dictionary vectors etc).</,3,2019-02-08,<p>You are right: it is O(log n) complexity.  But this is due to the sorted nature of map (normally ,4
25430,2,3,2019-02-23,word boundaries in irb,<p>I'm using Terminal on Snow Leopard.</p> <p>At the command line if I've typed <code>foo.bar.baz.ba,5,2019-07-01,"<p>Could this be of relevance here?<br/>
<a href=""http://jorgebernal.info/2009/11/18/fixing-snow-leo",1
37402,3,1,2019-02-23,Cannot override the height with !important using javascript,<p>I have a <code>div.innerDiv</code> which has been assigned a <code>height: 300px !important;</cod,4,2019-02-23,"<p>In my browser (iPad Safari), Matt's answer only works if amended to:</p>

<pre><code>function ove",2
18919,3,3,2019-02-05,need help porting a sed command from debian to OSX,<p>This is one for you sed gurus out there. I really don't know enough about sed to take this apart ,5,2019-02-05,<p>OS X <code>sed</code> doesn't like multiple commands run together using semicolons or grouped in ,10
46287,1,1,2019-02-16,Error in subquery,<p>im stuck here and i don't know how to fix it.</p> <p>I have a db table which has users ID user gr,1,2019-02-16,"<p>You have to use <a href=""http://dev.mysql.com/doc/refman/5.0/en/select.html"" rel=""nofollow""><code",7
46831,1,1,2019-02-13,Not able to login through mysql database in Openshift,<p>I have created a java login application with mysql database and deployed it on OpenShift. URL: <a,0,2019-02-13,"<p>First of all, on OpenShift your application should be deployed as ROOT.war and there should be co",2
31656,3,2,2019-02-10,How to action an event in Word from another .NET application using VSTO,<p>I’m working on a project that involves migrating a VBA macro-enabled Word document to a VSTO docu,0,2019-02-10,"<p>Sure, you would just call <code>MyDoc.Module1.SomeMethod</code> directly.</p>",1
