user_id,project_id,submit_date,text,rating
62,3,1550966400000,Yolanda is great!  My coworker referred me to her for alterations and she is way more affordable than other seamstresses!  My bridesmaids and I all got our alterations done by her and they were satisfied.  She made a mistake on one of my bridesmaids dresses but it wasn't a big one anyway so she was able to repair it fairly quickly.,1
68,1,1548979200000,"While I notice some of the other negative reviews, we were pleased with our experience of this Pizza Pizza.  We were on vacation in Toronto, renting a condo in the building where this Pizza Pizza is located, so it made an easy dinner in, after spending the day site-seeing.   The food was good. The price was good. The service was fine.  We put in a movie, ate the pizza, and were happy.",2
69,3,1550188800000,"Great burgers and fries, don't wait to try this place. These people get the old time burger flavor just right!",1
78,2,1550102400000,Best food great people behind the counter great deals too if you want good southern food close to home this is it,2
79,3,1549756800000,Gave this place 2 tries and was let down both times..the chips were so bland and the burgers were...fine. Nothing extraordinary for the price..wont go back.,2
91,1,1551225600000,"I really like the food here. Their tomato sauce is delicious. They have excellent meatballs and smoked burrata, plus simple, tasty salads and great pizza (probably not a great takeout pie, but wonderful when right out of the oven). Everything just tastes super fresh. The service is friendly and attentive. Good value all around. The atmosphere is boisterous without being too noisy. It's a smart-looking, well-maintained joint; whoever runs the place obviously takes pride in it.",2
92,2,1549238400000,Called to get a delivery and the girl who answered the phone tonight just was the rudest employee I have ever talked too! Not only did I ask to speak to the manager 5 times she actually denied me to be able to speak to her manager! She sounded so ghetto it was ridiculous they had her even answering the phones. I ask a question and not only did she give me an answer very rudely she yelled out the question for her coworkers to answer with them yelling back through the phone at me the answer! My friends and I have decided to pass over Nunzios as our weekly girls night in spot. NO THANKS we would much rather give our business to an appreciative company who appreciates there customers. Nunzios on Lorain is trash as well as there disgustingly ghetto employee.,1
100,2,1550880000000,A short walk and very cool to see. Nothing fancy but it is very neat to watch thousands of bats flying all around you. We were a bit late (the sun had already set) so we missed the big exit from the cave but this is definitely worth checking out.,2
103,3,1550707200000,I came here for breakfast today and had forgot my contact lenses. They were so nice that they actually told me what was available because I couldn't read the menu. The food was great! The service was awesome!!!,1
104,1,1550016000000,I went here with my friend and the restaurant itself it pretty nice. The upstairs patio is really cool. We got there during happy hour so our beer was only like two dollars when its originally $8 which was nice. I got the chicken sandwich and sweet potato fries to eat. The chicken sandwich was fried in a beer batter and it was so greasy the breading was falling off it wasn't that great and the bacon on it wasn't seasoned or anything it was just average. The sweet potato fries were strange it was like they made them out of the skins of the potato they were really thin. My friend got the grilled cheese sandwich with pot roast and she said it was really garlicky and the seasoning didn't go with the food. I probably wouldn't eat here again I would come back for happy hour though.,3
105,1,1550793600000,"I had just arrived in Toronto and stayed at the Hazleton I found this place just in front of the hotel It looked very busy. I got in and immediately seated for my manicure which was great. The day after I took the whole family, man for pedicure and massage, step-daughter for mani-pedi we had just picked her up from summer camp...and myself I had the pedicure heaven the whole treatment... we loved it and our feet and nails have never looked better. I highly recommend this place.  Eva",2
108,1,1550793600000,"We tried this place after the reviews on yelp putting it as a high rating.

We have a chicken meal, a beef meal, and pork fried rice.  Everything was tasty and we would go again, but it was just good.  Nothing memorable except the green tea was really GREEN, tasted just like any other green tea so I don't know what the hype was on that from other posts.

It was a good dinner.",2
109,1,1549929600000,"~Found this place on yelp, decided to go here from the reviews....We weren't disappointed at all....The food was fresh and made to order....Kim the hostess was really nice and welcoming....Will def try when in Toronto again~",3
110,2,1549497600000,I have had a consistently great meal every time I come here. They are kid friendly as well and my 4 year old loved her food. Sunday brunch is great and good cocktail selections. Service is really thoughtful and attentive. The brisket sandwich is amazing as are their burgers - which are also made with some brisket mixed in.,2
113,1,1549324800000,"The smell of smokey goodness hits you in the face when you walk in and you're immediately greeted by a friendly staff who knows BBQ. I had the smoked turkey, collard greens, and vinegar coleslaw; excellent all around! I travel 3-days a week for work in cities across the country and eat my fair share of BBQ. These guys are tops at their game. Well done!",3
119,1,1549670400000,Tried this for the first time today. The funnel cake with ice cream and strawberry topping. The funnel cake was good wish it was a little more fluffy. The strawberry sauce was runny wish it was thicker and the strawberries were sour but probably since it's out of season. But overall was okay.,2
128,2,1551052800000,"Great food selection, amazing spot to socialize, get work done. The prices here are amazing for the amazing food you get here. Also the service is great the staff is never rude and very helpful. Some of my favs are the croissant egg sandwich with a side of potatoes, egg salad sandwich, ravioli cheese pasta, and their Nutella iced coffee is amazing!!",2
133,2,1551139200000,"Dr Parva, Dr Ford are very caring and knowledgeable! They have been our Doctor's for 18 years. We have and will recommend this veterinary wellness center to anyone wanting the best of care for their pets! The vet tech's are just as wonderful. Gary and Deb",2
134,1,1550448000000,"This place is the best. The food is presented beautifully and tastes delicious. Not to mention the happy hour is spectacular. For $27 we got 4 big sushi rolls, a chicken teriyaki appetizer, and two miso soups! It's incredible. And the service is perfect. I could not come here often enough, will always crave more!",3
135,3,1550620800000,"Just finished the Sunday brunch with my mother here, first off we were sat on a tiny table with chairs that were not even on the ground. Our waiter was rude and the food was sub par for the price. 
 I was very disappointed as I have eaten at this restaurant a couple of times before and had a great experience, not quite sure what has happened here.",2
136,3,1548979200000,"This place is horrible. We had two rooms and both of them had stopped up sinks. They came up to ""fix"" the problem but when they left it was worse! We stayed at this hotel during Memorial Day weekend and parking was horrible. We drove around the city for awhile and when we returned around 2:00am the parking garage was full and they said the spots left are for V.I.P only so we were forced to park a block way at Bally's :/ This happened 2 out of the 4 nights we were there. The rooms are dingy and very old. I will NEVER stay here again and if you want to have a great experience in Vegas you wouldn't stay here either.",2
137,2,1550016000000,"Note: Turn left when walking in and go up the stairs. The first floor is actually a free covered parking garage, so park in there if you can! 
Note: WiFi connection is unsecured. Connect to ""attwifi"" or ""hhonors"" and once connected, go to www.go.attwifi.com to authenticate with your room number and last name. On some devices this page may come up automatically.

Recommendation: Yes! Look here! A brand new, sparkling, pretty hotel.

Tip: The smoking balcony is a great place to hang out outside, as long as there aren't too many smokers out there. When we were out there sharing the space with smokers, we thankfully couldn't smell anything!

Review: Wow, a nice place to stay! Covered parking, multiple elevators, helpful staff, beautiful and trendy decorations and architecture, a well done continental breakfast, multiple pillow choices, multiple chairs in the room, USB charging ports everywhere.... The list just keeps going on and on! Having opened partway through July 2016, this hotel is brand new and has all the amenities and architecture to show it. I'd definitely look at prices here first if I plan on returning to Pittsburgh anytime soon. 

Only a few things I didn't like. One, the lobby wasn't on the entrance floor; you have to go up an elevator or stairway to find the lobby and welcome desk, which can be a bit confusing for tired or rushed people. 

Also, in our room the bathroom door was  a sliding door with a big pane of frosted glass. It lets light, smells, sounds, and steam through, which is not ideal for a bathroom. Couple that with the lack of a fan in the bathroom and I would say I've seen better bathroom designs. However, the sink had pull-out drawers, plenty of counter space, and was brightly lit, so that's pretty much the only gripe I have with the room itself.",2
152,1,1549324800000,I would highly recommend the Jun's Special to try a variety of food at a good price. The food was delicious.,2
165,1,1550966400000,"This is my favorite noodle house to get the beef noodle soup in Vegas. It's pretty hard to get LA quality, but this place comes close. I like how you can set how spicy you want your soup too because a lot of the other noodle houses here in Chinatown don't make their bowls spicy enough. It's also relatively new so there's no wait!",2
166,2,1549584000000,"Exceptional,  authentic food.  Do you miss your grandma's cooking? Omg...  I love this place!!",2
171,1,1550361600000,"This brewery is decent. The star rating indicates that. Yet again on our trip to Arizona we wanted to try a good brew pub after our visit to the ASU campus. We came across this place by Sun Devil Stadium and thought it looked fun. We then walked a few minutes after it opened and we were welcomed and took a seat. I decided to stray from my usual chicken tenders and got a brat instead. Luckily, we got a daily deal on that. There are TVs, they show the games. The best thing about this place by far is the view of the stadium. I have never been here on a game day but it would be really exciting before the game and hearing the roar of the crowd. Anyway, back to the food. I got my brat and I looked at it. It was very cold with no sauce. it still was good for what it was worth. The fries were good too. I was stunned to find they have no milk! What place wouldn't have milk?! Oh well. Still decent food with a view which is good. They did good overall, just make some minor changes and this place would be even cooler.",2
172,2,1550707200000,"Competent dentists and technicians, but disturbing dishonesty and bill padding. I had two small fillings required. They wanted me to pay over $1,000 after insurance for custom made Cerec inserts. I asked them why, and they told me that they refuse to do amalgam because of the mercury content, and that best practices today are to not use amalgam, which I could confirm at the ADA web site. Well, I refused the treatment and went home and looked it up, and here is what I found on the ADA web site: ""Dental amalgam is considered a safe, affordable and durable material that has been used to restore the teeth of more than 100 million Americans""...""Dental amalgam has been studied and reviewed extensively, and has established a record of safety and effectiveness"". Full web page at: http://www.ada.org/1741.aspx",2
184,3,1550707200000,"Love Peridot!  I'm trying to watch my figure so I haven't been in as often as I like, however ... every time I go in, I'm always greeted with great customer service and the staff is very helpful.  I'm always undecided so they help offer suggestions for my sweet tooth.  I love their Red Velvet cupcake and you can't go wrong with their gemmes -- they are DELISH!  This is definitely a great place to come to satisfy your sweet tooth, it's hard to find good bakeries in town and this is one of the better ones.  Keep up the great work!",2
186,2,1550707200000,"I ordered 3 sets of baked pork bun (char siu bao) total of 9 buns.  The first two, I took two bites each without tasting any of the char siu pork.  After my family ate their share we all agreed the there might have been only 1/2 teaspoon of filling each.  Phoenix Palace sure are stingy with their filings and lack quality.  Time to find another place for dim sum.",2
193,1,1550620800000,"Couldn't have been better. I worked with Mary to plan a Mother's Day shoot for my wife, baby, and mother in law. Mary was very responsive and made planning the shoot from across country a breeze. Her prices are very reasonable and the photos came out fantastic!! My wife said that Mary was amazing with our daughter and knew all the tricks to get a 7 month old to look and laugh at the camera. 

I highly recommend Gardenia Lane Photography.",2
195,3,1550016000000,"These guys are amazing! Been having problems with my A/C on and off. Had Mast come out and after inspection, recommended to my home warranty company that my entire unit be replaced (it was at least 20 yrs old!). Needless to say they came back and did such a fantastic job with everything, I couldn't be more pleased!! They even called the next day to make sure my unit was running to satisfaction. The best A/C company in AZ!!
ps- this was in August, on a very hot day and I am one very happy customer! Sorry for the late review!",1
196,3,1550534400000,"First of all, if you struggle to find this place you're not alone. The address is 303 Centre St SE, but you'll find it inside a bigger building on 3 Ave SW right near the Centre St intersection. Follow the sandwich board arrows inside! The restaurant is the first on your right once you're inside.

The place is open from 11am - 8pm, with a specials list all under $10 on weekdays 2-6pm and Saturdays 11am - 6pm. I walked into an empty (tiny) restaurant at 5:30pm and asked for a spicy recommendation from their specials list. She suggested the Kongpao Chicken Combo, which is very popular. It was $8.75 + tax - I peeked and the usual menu item is $13.50.

My food was ready is less than 5 minutes and was pretty tasty! I had a generous serving of rice with chicken, onion, peppers and chilies. I was impressed with the chicken quality and the flavour given the price. Plus the veggies tasted fresh even though I don't see how they could have cooked it so quickly.

For dining in it's not much to see, just eight cheap wooden tables each with four chairs and their usual menu is all around the $15 mark. I'm not sure I'd ever dine in but I certainly see myself working my way through the specials list on future takeaway nights in.",2
199,1,1549065600000,"Pleasantly surprising.  They serve Royal (@ the Market), for those interested.

Being pretty hip to the coffee scene in PHX, I was a little surprised to hear of this new shop, having not heard of it's coming.  Maybe I didn't look around enough, but it felt like Nami just kind of popped up.

So I had my doubts, as I always will when giving a new place a shot.  The layout was pleasant, and the decor pretty rad; love the couch.  Parking seems sorted out a great deal better than when That's A Wrap inhabited the area -  good plus there.  Sweets looked great.

So I order my typical - drip and a 2x (on the side).  This gives me a general idea of the shop; milk drinks are for second and beyond trips.  Firstly, their demi-tasses are super cute.  Obviously hand-made, and hopefully local.  Loved it.  My drip actually turned out to be a pour-over, which is a plus to me.  A coffee junkie can appreciate a pour-over, where it kind of scares a person just wanting some ""coffee"" (see: I understand why you call it drip vs pour-over).

Straight up espresso is generally a quick way of determining bad-average-good.  Crema was nice though, consistent, and had me thinking I might have a decent thing here.  Taste was good, creamy and quite chocolatey (which seems the profile of the beans being used - the drip was reminiscent of the same).  Said and done (from a 'snob' standpoint), the espresso was good, not mindblowing.  I think the grind was right, but either the dosing could be moved up a tiny bit, or tamped a little harder.  Granted, this was the first and only I had there, so I can't necessarily base the entire shop on that one dopio.  All in all, I'm saying it was good, and while the extraction time was right, it could use a little more density.

The drip (see: pour-over) clearly used the same roast, which isn't a complaint.  The same chocolatey, creamy notes were abound.  I feel the dosing was very light, and should have either been a 12oz, or more grounds used.  I actually felt I was drinking a water heavy coffee.  Not terrible, but certainly not great.  I have a sneaking suspicion if the measurement was a bit closer, it would have been a much better brew.  Pour-overs are an art first, for sure, then a science.  I think they have potential here.  Maybe a better pot would help with this brew method as well.


-- I'll be back.  My experience was neither mind-blowing nor off-putting.  I'm hoping after they get into the swing of things and get the kinks ironed out, this will be one of the cooler stops in PHX.  Certainly a great concept and whatnot.",3
202,3,1550102400000,I have been going here on and off since it has opened its doors. The owner is so nice and she even opened up a clothing boutique next door to the tanning shop. Very cute stuff. The pricing is very reasonable and they always have coupons out.,2
210,2,1551052800000,"Nothing fancy but it sure is good. The first thing that you'll notice when walking in is that you order fries, hoagies, and salads at the farthest counter and everything else at long counter closest to the door.  The burgers with everything on top (including egg) are good. But of course they are famous for the mountain of fries with the big package of ketchup they come along with. They are greasy and fattening and that's why I love them so much. Other stuff, like the steak hoagies and, of course, hot dogs are good too. I think the hot dogs have a natural casing on them, so they firm exterior that you have to bite through, which some people don't really like that much.

Still one of my favorites is the salad but of course at a place like this it's no ordinary healthy green salad. You can get it with chicken or steak on top. With a bunch of other good stuff on top; cheese, boiled egg, hot pepper, tomatoes, green peppers, etc. But the best part is a great big mound of french fries that they put on top. It's so good!! I know putting french fries on everything isn't for everyone, but on the bright side you can tell all your friends you had salad for lunch and not be a liar.

The staff can be kind of meh sometimes but usually don't mind making small talk. As a woman, I probably wouldn't walk in here after 11pm alone but the staff, from what I've experienced, are friendly enough. There is a small seating table on the first floor with more tables available on the second. They also sell several types of beer. This has always been a great late night place for nearby college students but I love it anytime of the day. MMMmmmmm.",1
212,2,1551312000000,"- Ideal location (next to Bellagio, Paris, Miracle Mile Shops...),
- Very comfortable rooms (stands comparison with high-end hotels on the strip),
- Calm atmosphere (there is no onsite casino),
- Proper service,
- Good prices. My average nightly fee was $159+tax for a 4-night stay and that was during the very busy week of spring break/march madness.
I can only recommend a stay at the Elara. The place is still in a transitional phase from being the flagship Westgate timeshare property to a Hilton Grand Vacations, the current decoration doesn't mirror that of traditional Hilton properties, but it's no big deal, the Elara is a great value.

I can't put 5* however for the following reasons:
1) Check-out time is 10:00am with no extension possible ... this is Vegas, what a sadistic rule!
2) The water is strange, a bit creamy; You get like an all-in-one shower and body lotion with a 'can't-wash-it-off' feel. Now, I know that this is Vegas and I should be grateful that water is freely available, so I wouldn't complain if it was not for the fact that YOU CAN'T DRINK THE TAP WATER AND THEY DON'T PROVIDE BOTTLED WATER IN THE ROOM, whether for free or for purchase, there is no mini-bar. Being able to drink something in the room is a base need of a hotel customer. 

One more thing about water. Why would a hotel room that sleeps two and with no stove need a family-size dishwasher? Well, we used two cups to drink our coffees in the morning and placed them in the sink. When we came back to the room the dishwasher was on!! It's a shame, hotel management needs to educate cleaning personnel to water conservation! I almost gave 1* to this review because of that, but angry reviews are not helpful ones. I hope the hotel management is reading that.",2
218,2,1550188800000,"This place is right across from my work and is always packed and for good reasons too! I have tried various of items off the menu and it's always delicious. The chicken liver on bagettes is great to start, my go to meal is the chicken club sandwich with potato salad and side of coleslaw. Fridays the have their feature brisket, which is super moist and tender. Totally recommend this. There is no parking out front on weekdays so be aware if you are driving there, you will have to park on the street. If you are going for lunch go early cuz they don't take reservations and after 12 there will be a little bit of a wait.",2
222,3,1549756800000,Came here late Saturday an hour before it was about to close.  Place was about 30% full and service was quick and attentive. Noticed on their menu they have a tomato ramen $10.75 that included a scallop and one piece of pork.  Was very excited to try it out since I never had anything like this at other ramen restaurants.  It was better than I expected.  The scallop was the best part and it looked to be freshly shucked and not those small bay scallops.  The soup tasted like tomato soup with some Asian spices.  The noodles were nice and chewy.  The egg was done well with a creamy yoke.  The pork was a bit dry and flavour of it was overpowered by the soup.  Would definitely get this again.,2
223,1,1549065600000,"Fantastic meal here during the Toronto Film Festival. I meant to post a detailed review back then but, well, didn't.  Amazing food, good wine, really nice people, cool vibe. I want to come back.",2
224,2,1549843200000,I've been here twice. The rooms are very large. The first time I came my sister and I stayed on the 2nd floor and we were scared by a ghost in our room. Totally unexpected! I liked the pool and the gambling was good. Buffet is alright. Italian restaurant was really good! totally recommend.,1
232,1,1550707200000,"Stopped in for breakfast while in the area. 
Excellent food, service and clean.
I had the Chicken Fried Steak with hash browns and two eggs.
Everything on the plate was excellent.
My only complaint was with me. I spilled gravy on my shirt and my shirt did not appreciate it as much as my taste buds.",2
235,3,1550707200000,"Best spot ever. Happy that I found a place that has bomb cold brew. On my last trip, I got cold brew with sea salt cream. It's a little bit on the sweeter side, but I didn't really mind it. The babe loved his hokkaido with boba as well, it was sweet but had a subtle taste to it. I realllly wanna get the cold brew again on my next trip, but I walked in there wanting to try atleast 5 other things!
As far as the service, it was really quick even though it was a full house. We were able to grab a table right after ordering. I wish this spot was bigger and ""study"" friendly with big tables! (Yeah, no, I will definitely just people watch and search random things on my laptop)",2
240,1,1550275200000,"I end up in Vegas once a year for a convention...  Star Trek convention, don't judge me! There are a couple of places that I make sure I visit when I'm there and this is at the top of the list. 

I love spicy food and on their 1-10 scale you're taking your life in your hands at anything above a 6, but even if you go really spicy you still taste the food. I've never been disappointed in anything I've had here, I can speak only of noodle and beef and chicken dishes but others in my group have spoken well of other dishes. It's not too pricey I think our last bill was around $60 plus tip which is good for 4 people. 

One more thing I wanted to point out,  on nights we were there there has been times where a guy that rocks the easy listening tunes with an acoustic guitar entertains the crowd and I love it.",2
240,2,1551139200000,"The worst experience we have ever had. We ended up not eating the 3 dishes we ordered and we didn't pay either. Terrible chicken/waffle, actually it doesn't contain that much chicken maybe an ounce. Greasy Batter is 5 times the thickness of the chicken and so damn dark unappetizing color looks like dog poop. The same for the jerk chicken. The mushrooms melt is inedible. Service was slow and salt dispenser had a bug inside. Water served at room temperature in warm glasses and the beer wasn't cold enough. Manager apologized however disagreed with our opinion and didn't charge us. We are frequent dinning out family and we are not new to Toronto restaurant scene. By any means sub standard food quality and quantity and flavor. I think we should have the choice of scoring zero star.",2
240,3,1550361600000,"After reading several reviews, I decided to go here for a pedicure. Needless to say, I wasn't impressed. I was expecting the usual massage chair and jet foot bath. Not here. They fill up a small tub and stick your feet in it while you're sitting in a make-shift pedicure chair. The ""lounge"" is not a lounge what so ever. It's a tiny, closet sized room. It's only you and the person doing your nails in the room at one time. And it's a good thing because you couldn't fit another person in there!
The place was very clean and professional looking and I greatly enjoyed the nail technician and the conversation we had. But for the price, you can go somewhere else and get a much better pedicure...",3
245,3,1548979200000,"On the 28th floor. We had a BEAUTIFUL view of where you can see the high rising buildings and the strip. At night, it is awe. The room we had is ok. I wish they could of have a few trash cans. I know it is not the Cosmo or Aria but it might need a bit more upgrades like the showers, carpet, furniture. Not saying they are but again, Hilton just bought out this once owned Planet Hollywood and are in the process of a major overhall change. Oh one thing you have to pay wi fi....hmmmmmm that was one if my negatives.",2
247,3,1550448000000,"Its funny! I haven't been here since Aug. 2004 but I still remember what I had & how good it was! I was on vacation & walking around by ASU when I saw Chili's. I was hungry so I went inside & was seated right away! I ordered the chips & salsa appetizer. That was the best salsa I've ever had in my life! Fo sho! It was ground up fine in a spaghetti sauce consistency- no big chunks of onion! 4 the main course I had the chicken- fried steak. Its a favorite of mine! It was off the chain except, like other times, I bit in2 a chewy chunk of fat a couple times! Besides that everything was really good! Good place 2 go 4 sports fans who want 2 watch a game or get sports scores on 1 of their TVs!",1
252,2,1548979200000,"If I could close my eyes and eat with chopsticks w/out stabbing myself, I could pretend this was dinner while on vacation... 

The waitress was gracious, immediately sharing recommendations when she learned it was our first visit.. and continued to help us thru as we ordered addtl dishes later.

The dishes were visually presented such as in a high end restaurant and I don't think pricing is out of line at all for this style of food (Japanese IS expensive).  The garlic miso clams in risotto was so clever in presentation and extremely rich and savory (cilantro alert!).  We just enjoyed our meal from beginning to end.",2
253,2,1548979200000,"I have dined in this location multiple times and their food never disappoints. 

Food: 4.5 out of 5 stars... So far I have tried their lumpia, fishballs, chicken adobo, crispy pata, seafood kare-kare, caldereta, beaf steak, nilagang baka, pancit Malabon, pork barbecue, and chicken barbecue. I would say that their crispy pata, chicken adobo, and barbecue (both chicken and pork) are probably the best ones I've had. These are Filipino food that I rarely crave and usually just grab small pieces when served but after tasting theirs, I now crave for them. I loved their pancit malabon when I ordered it to dine in the restaurant but when I ordered a party tray for new year's eve, there wasn't enough sauce in my tray (still tasted good though). Their seafood kare-kare is also a bomb but I just wish they peeled the shrimp skin before cooking because it's pain to peel them coming out of kare-kare sauce.

Service: 4 out of 5 stars... Their service is way, way better compared to other Filipino places I have visited. Servers are very nice but service can be slow sometimes (hence minus one star). When I came to pick up my party tray orders for new year's eve, I appreciated how the staff has packed them to make sure nothing gets splattered during the drive and they even gave me nice box carriers so I can carry multiple food trays all at ones. I, however, had to wait for more than half an hour after my designated pick-up time before I was able to get all of my orders. 

Place: 4 out of 5 stars... Again, it is way cleaner than a lot of Filipino places I have been to. However, I think the ventilation is not adequate enough because the kitchen smell really gets into the dining area. Their bathroom is also clean but feels like a sauna! They are also located in a relatively safer and way nicer neighborhood as compared to most Filipino places.

Prices: 4.5 out of 5 stars... slightly more expensive than a lot of Filipino places but I completely don't mind due to way better quality of food.

Overall, I will definitely keep coming back despite their location being slightly far from where I live.",1
255,2,1549324800000,Place is less than stellar. I got the chicken kabob salad and it was less than stellar. Fries were gross and very soggy. Place is mediocre at best and they charge more than any other greek place around here. I wouldt go here again.,2
257,2,1550016000000,"I love the originality with their signature toppings and their ice cream. Also, the owner (the guy) is very helpful and nice.

I ordered the matcha red bean mochi with matcha/vanilla tiffany blue soft serve ice cream.  What I like about Dolce is the toppings are fresh (mochi and red bean) and the ice cream is not too sweet.

I would be coming back to this place again to try the other flavours they have and their candy milkshakes",2
258,1,1550534400000,"OMG! I can't even begin to express how happy I am with the job completed today!  First of all, I called yesterday and they were able to come out today which already made me happy!  I have 2 big and hairy dogs and let's just say Justin had his work cut out for him cleaning my 10'x13' sectional couch with chaise lounge! It took about 5 hours to complete the job which was more than I expected but he did the impossible so I can't even complain! My couch looks like new again and even threw in the area rug as part of the cleaning!! I am so relieved that they were able to fit me in so quick and did such a great job. The owner even came out to lend a helping hand. They were both so nice and professional and made this expectant momma soooo happy!",2
272,2,1550620800000,I have been going to Dr. Dairiki for over two years. My first visit I was suffering from hyperemesis (severe morning sickness). They were very helpful and took me serious even though I was a new patient. It is a friendly and clean office. I have hyperemesis again with my second pregnancy and I am so glad I have a doctor who understands.,1
