user_id,section_id,submit_date,text,rating
72,1,1549756800000,"Outstanding service and food!!! My family and I will be back. Best Mexican food I have ever eaten, hands down!",2
73,2,1550966400000,"It is a cute little place with very friendly staff; however, I went there on three different occasions and was disappointed with the quality of the food. I tried the cheddar and broccoli quiche which was terribly bland (no salt and pepper or nutmeg, no noticeable cheese or broccoli flavor, just bland egg and dough). Another time I had the grilled cheese sandwich - same problem, bland and greasy. If they improved their food, it would be perfect.",2
85,1,1549065600000,For father's day me n my sister's took our das  he was amazed of how big the serving wore.  the service was very nice n up beat and positive. Great job,2
108,3,1549584000000,I really need to try some other sandwiches that they offer but the Paul Reuben's is insanely good!!! Gotta have it on the Dutch Crunch bread.,2
114,2,1550361600000,The most disgusting Chinese food ever! My hubby ordered some lunch specials since we like like 5 mins away.. it was terrible! Oily food and service was horrible! The lady had charged our card twice. We had to call her back twice to get our refund.. Never ordering again!,3
117,3,1549929600000,"Robuchon was the first 3-star michelin my wife and I had been to (Daniel in NYC only recently attaining their third star).  However, it paled in comparison to many of the 2-starred venues.  The prices are obscene first of all - about double what I've grown accustomed to paying for a  similar experience (even the champagne).  Not to mention, the bites and bubbles menu at Guy Savoy we had tackled two nights prior was MUCH more affordable and more enjoyable.

Our standard 5 course menu began with what was really  an oversized amuse bouche, a chopped apple with spices served in a glass wrapped with pictures of apples.  Good but not worthy of being called an appetizer.  The next dish was cold, shaved foie gras and thin slices of black truffles arranged in a salad.  The truffle slices were old or improperly stored and had absolutely no flavor.  I absolutely love truffles and should have sent it back; huge disappointment.  The foie gras was excellent however.  

The main courses were a boring fish cooked in a unneccesarily huge iron pot and some wagyu steak.  The quality of the steak was amazing, much like the one time I've had authentic prime wagyu before where I was charged far less for the pleasure. 

 The one saving grace of the meal was dessert..  The presentation of a shiny, glittery ball that melted upon contact with a warm sauce was spectacular.  The dessert trolley offered a wide selection of expertly prepared mignardises.  The free take-home box of chocolates was a nice touch.    Service was great but not exceptional and the tables were packed too closely.  

Overall, Robuchon is hardly deserving of 3 michelin stars based on our one experience, though your mileage may vary .  I feel that it was all style over substance and that may be fine for fashion bu not for food.  At half the price, I'd have been more forgiving (3-4 stars), but I felt cheated and given the many other excellent restaurants in Vegas, I don't feel there's any reason to visit Robuchon.  And I say this having gone in with a very positive attitutide after dining at L'Atelier de Joel Robuchon in Paris, which was exceptional all around.  If you do go to Robuchon, my one piece of advice is to go a la cart, which I didn't realize was an option and seemed almost reasonable.",2
119,3,1550707200000,"Very tasty and more reasonably. Priced than mojo. But....for my food-allergic toddler, no dairy free! ! :( had to load him up w/ fruit and candy. Alas. We got free kid spoons, too.",2
130,2,1550966400000,All the locations are convenient easy hours of operations and staff are always friendly! Price are pretty much compatible with everybody else!,2
131,1,1550620800000,Excellent idea and execution. I love that the pierogies rotate and then lunch special was very affordable. Excellent service as well.,2
134,2,1549756800000,"This place is very small and cozy, but what I love most is that you really get such great food for the price! 

Also, its a family-owned place, and we always make a point to come out and support the owners who we've gotten to know, every time we're in Kensington :). 

Best breakfast place in town, hands-down, if you are looking for a simple, down-home breakfast!",2
139,2,1550275200000,"I stopped in because Harumi Sushi no longer serves dinner options, only sushi. Upon entering the restaurant I was greeted by a nice woman. After glancing over the menu, I chose the lasagna, which comes with sourdough bread. I wasn't in a dine-in mood so I took the order togo. The restaurant was clean and I only waited about ten minutes to receive the meal. However, the clean environment and short wait time cannot make up for the bad taste of the food. The lasagna was horrible!! It taste extremely bad and I don't know if it is just me or not but when did lasagna start being made with carrots? Moral of the story is, I will not be returning again!",2
142,1,1550448000000,"Walked in the door and my 9 year old pointed out that the place smelled like a bathroom. I shrugged it off and told her they must have been cooking a lot of eggs. I should have listened to my kid.

Ordered a specialty margarita that looked nothing like the picture and tasted like a watered down regular margarita. The waitress, who was doing double duty as the hostess, explained that all the bartenders ""do them differently"" and offered to take it back. I kept it, as I'm always afraid to send food back, who knows what I'll get in its place. Luke warm, bland food. So disappointed as I have been to a location in San Diego where the drinks and food were great. Oh well, we had to use our coupon...",2
147,1,1549497600000,"Our favorite when in Las Vegas.   Fantastic prime rib and always great service.  We miss Ms. Taylor, but Ms. Pleasant took over and we had a great time celebrating my wife's Birthday.  Ms. Pleasant is excellent!  See you next visit!!!!!!",2
149,3,1549411200000,"There is no way this place deserve a high raiting on yelp

This is the most unprofessional and disorganized range I ever been to. I gave it a chance as it was close my home but I really regret I did

We arrived and immediately put our names on a list, upon asking how long will it be, the lady behind the counter replied, 20 to 30 minutes. That's ok I'll wait a bit and see what happens

I go and observe the range, only 7 spots, seems small but I'll deal with it. I see three lanes open up, range officer says over the radio, three lanes are open. 15 minutes go by, still no one in the lanes. The place is packed at this point.

Other customers are getting irritated. I go back and ask how much longer, she tells me 25 minutes. Another customer starts yelling ""there are three open lanes back there, what's the hold up"" she replies that she didn't know, after I observed four radio transmissions stating three lanes are available and one range personnel coming to the counter to say three lanes are open.

At this point, I had enough, got up and left and proceeded to range 702, where I started shooting within 5 minutes of arrival. 

Do yourself a favor, skip this place, unprofessional and a waste of time with a horrible set up",3
150,3,1551312000000,"Excellent pizza! I travel a lot and one of my favorite things in different cities is to try a locally owned pizza place. Delivery was right in the timeframe they provided and to my hotel room directly, both my pizza and breadsticks were hot on arrival and the delivery guy was friendly. 

The breadsticks came with a really flavorful sauce and themselves were perfectly baked and seasoned. The pizza was just a cheese pizza and the ratio of cheese/sauce/crust was on point and tasted great! 

As much pizza as I eat I ought to be considered an expert and if I wasn't leaving town tomorrow I'd be visiting these guys again. Great food. Thank you!",2
154,2,1550620800000,"Actually my name is Aaron Sloan. My ex-wife was Erin S. Just clarifying so they know exactly who posted this. I have spent over 1000 dollars and still not finished from 6+k in damages from the estimate on my car that I left there on a Wednesday afternoon and Geico estimated 15 days to repair it and then was told it was done the next Tues.morning. Corners cut? Anyone with half of a brain would agree. I asked where's my new rim damaged in the accident? Oh sorry here is another Geico adjuster present standing next to my car. Owner says my adjuster Tom Fletcher is an asshole and that the guy present standing next to my car was fair and he said he would get me a rim. And the owner also promised the rim regardless and when I asked how much more to do some touch up paint work he said FREE! Long as I would bring my business to them, from now on. 
     He surely noticed that my inspection was up soon as he promised me BOTH! Then I NEVER heard another word from them again since Dec.2016. And still have not been able to afford to fix all of the damage done in the accident that they overlooked due to quick in and out. I had to buy a new battery 3 days later when my car wouldn't start. Whatever mechanic worked on my car forgot to plug in the power cord to my new radiator cooling fan and my car overheated and had to spend money to get a diagnosis why it was overheating and was a simple wire not plugged in. So also proof it was never even tested to see if the new fan worked . This was a front end collision and then I had and still have a loud clicking sound coming from my front wheel where the rim wasn't replaced.  When I took it elsewhere for inspection soon after due to no reply from multiple messages left for the owner gone without a reply? Rather than bother with them after speaking with an ex-employee, I realized I was screwed.  So then I had a broken tie rod not noticed or added to my estimate and anyone knows you need an alignment when you replace a tie rod so another 300 bucks total. 
    But still have the clicking noise or loud tapping and my friend said it's either The CV joint or a bent control arm. But couldn't tell without it on a lift . So now will end up spending a fortune to finally get my car back to perfect operating condition like it was before one of their tow truck drivers just happened to be standing there in downtown Pittsburgh during rush hour with a walkie.  Waiting to prey on me. But I still haven't gotten to the most corrupt part.  Geico paid them from my estimate to recharge my A.C. since it was obvious that it was routine when my radiator, cooling fan, and coolant tank were all destroyed. But guess what happened when I went to actually USE my A.C. a couple months later once winter broke? Hot air. So I took it to Ryan's Auto/Goodyear in Moon. Twp., and explained everything to them. They said well I can't imagine they would have not recharged your system with refrigerant.  So I paid for a diagnosis and dye ran thru the system and nice of them to only charge me 75 bucks and guess what? Cold air!!! NO LEAKS! SO THEY NEVER EVEN RECHARGED MY A.C. Crooks! And guess what else ? I AM AN UBER DRIVER FOR 2PLUS YEARS NOW AND UBER HAS THEIR TEST TRACK BLOCKS AWAY FROM THIS SHOP IN HAZELWOOD JUST BEHIND THE RAILROAD TRACKS! I have driven Uber employees there too many times to count and as well as them? I tell ALL of my riders to NEVER take their car here no matter what.",2
155,3,1550361600000,"Had lunch here the other day and wasn't all that impressed.  FIrst off the parking is very strange you have to park off to the side and walk past an empty boarded up building to get to the front door.  The decor is more rock diner than mexican restaurant, but nice enough.  On a weekday at 12:00 they were completely empty and it's a huge restaurant so that's a little bit of a concern right off the bat.  I had the cheese enchiladas which were ok, not anything special and kinda plain.  The Corn pudding for a side was something you never see and was the best thing on my plate.  The Anaheim Chili stuffed with sweet potato would be better if they removed the skin. It was pretty inedible the way it was served and very messy to scrape the pepper and potato off the skin to eat it.  I will give them props for trying something different, but poor execution at any rate.

The high point was our great server. She was very friendly and really nice. So I think going here for chips and beer on the patio would be cool.",2
157,1,1548979200000,"Placed my very 1st order today. I am very pleased with my order. Very friendly and the BEST customer service I've dealt with since moving to the valley. Thank you for being awesome! 
I order a Green Chili with Shredded beef burrito, cheese quesadilla, side of beans, chips and salsa, and a side of sour cream. It was worth the wait and can't wait to order again!",2
171,3,1550966400000,"How have I never reviewed Caramba's?!?!? I've been eating at this place for at least the past 13 years. It's a family favorite and you might say it's been a little bit more than a staple of my diet for nearly as long.

My two most favorite meals from Caramba's are the bean and cheese burrito (fresh tortillas and the perfect mix of cheese to beans) and the chicken quesadilla. Oh, how I miss my chicken quesadillas since I went vegetarian. Delicious grilled chicken, cheese, tomatoes, onions, jalapenos, sour cream, and then add some of their amazing mild salsa, and you'll seriously be in heaven.  My dad is a huge fan of their machaca burrito, and he's pretty picky when it comes to machaca. So I'd have to trust him and believe that it's pretty darn good.

They also have a decent beer selection (Mexican beer of course), with margaritas available too. Free bowl of warm chips and freshly made salsa with every meal, lunch or dinner for under $10 and at least two locations (Bell Rd. and Glendale Rd.).",2
173,2,1550448000000,"Fries are cooked to perfection....very crispy.  Portions are out of this world.  Don't waste your time on a small or medium, you'll regret not having more. 

Hot Dogs & Burgers were very good.

Secure Parking is available around the corner at S Bouquet St & Sennott St for a few bucks.",2
185,1,1550016000000,"THE UP-SIDE: Mojo's is wonderful, a call back to the days when coffee shops served great coffee and food, and didn't make you feel like a number. 

This place feels like home. You can hang out and work at the many tables. Never that difficult to find a spot, although they are always busy - and for good reason. The coffee drinks are perfectly created and there is a great selection of breakfast and lunch choices, along with fresh bakery. 

The service is warm and pleasant from all of the staff. They always greet you with a smile and make you feel good about coming back. Kayla has been especially helpful for any little issues I had like getting a new extension cord with multiple outlets for folks in one small area. Much appreciated!

THE DOWN-SIDE: No down side. 

THE SUM-IT-UP: I love it here. You will too.",3
188,3,1551052800000,"My friend and I were there this afternoon at 6 PM May 25, 2017 we ordered cranberry pecan chicken salad sandwiches barbecue chips and water
My sandwich was not fresh the bread was stale it had chopped apples no Pecans. They had no barbecue chips even though they were displaying them they only had one salt and vinegar chips and they had no bottled water of any kind. 
The beverage cabinet at the front by the register was completely empty
The only good thing about this meal is I ordered a peanut butter smoothie and that one was fine. 
My friend ordered the same sandwich that I did instead she was delivered and Apple turkey sandwich that was very dry. No chips we had to go after the chips and they had no water and no napkins with our meal or on the table. 
The only beverage they were offering was soda, and smoothies. 
I definitely will never return to this topic and a smoothie's café",2
191,3,1549238400000,"Great margaritas, gauc, queso, and tacos. We went to lots of fancy restaurants on our trip to Phoenix, but this place was better than all of them.",2
209,3,1550448000000,"Probably the friendliest and most knowledgeable staff in town, very fair prices and a local neighbourhood gem. They even have a self wash dog station people can use for a low fee. They have tons of products ranging from dogs to birds, and even offer delivery which is great if you can't haul that giant bag of dog food home.",2
214,1,1549152000000,"Great experience! Love Amanda R! She is always sweet, energetic and friendly. She goes way above and beyond! Mornings she's not there are always a little duller- Amanda R adds the sparkle to working out!",3
214,3,1550534400000,"Great place when stuck in a bind without a credit card. They helped us out,got us a car and we was on the road. The car did just fine . We took it to see the hover dam and had a great time. Ty global!!",2
216,1,1549411200000,"After reading some of the reviews here, I'm wondering if I stayed in the same hotel.  Stayed here one night, 7/15, got an incredible price ($18!), fantastic room on the 26th floor, and couldn't have been more pleased.  As a local you get 25% off the food automatically, only one I consumed was the Sunday dinner buffet, and it was really good.  Gambling doesn't interest me, and I didn't come here to dine, but as far as a place to stay, it was an incredible deal.  Room was clean, nice, great view. loved the built in table along the length of the window (I even saw my laptops smile).

Great bargain, no resort fees, good base to take off from...",2
220,2,1550188800000,Good lunch with the wife Tiffany I believe her name was greeted us very nicely whole entire staff was very nice and polite food came out fast and free ice cream is always a nice touch.,1
225,1,1550534400000,"This place is uhhhh-mazing and delicious. Everytime I come, I am never disappointed in the food. It is pretty packed, but I still come because it is that delicious.",2
228,2,1550620800000,"Absolutely best Trader Joe's I have been to so far in Las Vegas and San Antonio. First off Trader joes has amazing prices vs. Other grocery stores. The selections of pre made dips and different meats is the number one thing I  love about it. Its is one of the only stores that I have seen carry Hawaiian shorts ribs already marinaded!! (Mmmm). They don't have tons of produce but they do have a good selection. They have awesome bouquets of fresh flowers that are super cheap! Natural shampoos, toothpaste, ect. Dog food, wine, gluten free selections, and on on!!

In think it was such a great idea to hide a fake  parrot....or at this store it's a sea horse, to keep kids occupied while shopping. If they find the hidden Sea horse they get a treat. Yay!!!  They have these adorable little kids carts too which my kids loved!",2
231,2,1550016000000,A great local place. Good food. Good atmosphere. Healthy. Only draw back is they are busy all the time. Good things are worth waiting for!,2
232,1,1551225600000,"This is the best Shawarma I have had in Calgary! (That is not something that I would say causally) ... and I was sober when i went there!
This was a fabulous surprise, ... until I tried the Falafel sandwich , ... Wow! 
The best Falafel I have tasted on this side of the Mediterranean.
Their secret is ... Fresh ingredients, and traffic.
The service was great, I plan to go back again at an earlier time in the day to try the Foul.",2
236,1,1550534400000,"Roach by the kitchen door... Considering floor was filthy, makes sense roaches a hanging out. Must note,: roach was on the back squirming around like it was dying and after the staff was notified, they came and swept it up.",2
242,1,1549497600000,"A wonderful little shop with very much a community feel to it.  Kit runs a nice and unique spot which is rarely seen these days - her vision is clear and focused in the decor, product assortment and services provided by the boutique.  ""Boutique"" truly is the appropriate word to use here, as the focus here isn't all about just turning product - she takes her time to educate and curate a broad array of interesting and cutesy little products that are not easily found elsewhere.  Outside of succulents, there is a finely collected assortment of little planters, pots and decorative items for creating your own miniature diorama.  My wife and I went to Plant It to participate in their succulent planting workshop.  The experience was wonderful.  Kit was hospitable, educational and created a very welcoming and fun environment for the experience.  We both enjoyed it very much - Kit helped document the process via taking photos, and guided us both in the selection, care and the assembly process.  Highly recommended--we will be back.

Note: Plant It does not only have succulents, but also these cool ""sleeping flowers"" which are living, last 10 years, are low maintenance and come in some fantastic neon colors.  A great place for gift ideas, favors and sprucing up your place.",3
248,1,1549324800000,"I would not recommend this place. We went on 7/2/16. First the chips were stale and the salsa had no flavor, watery. My husbands Michelada was not cold, he had to ask for ice. His fish ceviche was boiled instead of cooked in lime and his tostada was warm not cold. He ordered shrimp and octupus cocktail they gave him shrimp and oysters, it also smelled bad. My mexican plate was also not good. The beans had no flavor, the enchilada & chile relleno were not good. I was only able to eat half. My sons fries were over priced.  The floor was dirty, at the entrance, that should of been our first clue. We went because we heard promo on spanish radio. Thought it would be good. This is my first review and for the first time we wished we would have asked for our money back. We are definitely not going back.",2
251,3,1550361600000,"A quick lunch 
Noticed BBQ with good ratings nearby so felt the need...haven't had decent BBQ in awhile. 

Service was great 
Small dining area (or felt small during lunch lol)
Had the 2 meat meal. 
Brisket was delicious with good flavor
Turkey was moist with good flavor (seldom can I find decent smoked turkey, a real treat)
Mac n cheese was very good 
Beans were quite bland in my opinion. 
The little cornbread things (mini muffins) were dry but good flavor 

Nothing needed sauce.. to me that's a good sign. (Sauce is available )

Big disappointment was the side cups and soda cups..styrofoam! Better options out there.",2
256,3,1550102400000,"As a coffee shop, this place easily deserves five stars for overall consistency of excellent service and good food.

Always very prompt seating and the restaurant is very well staffed for efficient service.  The wait staff are always courteous and seem to like working there.  The quality food is above average for this class of restaurant.   

Stopped in today for lunch and had really good grilled ham and cheese with fries.  Washed it down with iced tea.  Service was great.  The total bill came to $9.38 without tip.

A very well run restaurant.",2
268,3,1549497600000,"Why don't more people hang out here? I'm yelping as I'm sitting by the DJ booth. Love the vibe, the music, but I wish at least few folks would groove on the ""dance floor"". This is a really good soul spot if you just want to do a couple of two steps and do a few spins. I will for sure be back.",2
275,2,1550361600000,"Tried this place on our way back from the CAK airport. Craving Mexican and yelp had pretty good reviews, so why not? Obviously love the chips and salsa after being seated! I ordered the carnitas tacos with salsa and onions and cilantro. The tacos are doubled wrapped and stuffed with meat! I turned one taco into two and couldn't even start on the second two. My mom ordered the same thing and was able to finish two. I took home three of the tacos and had lunch for 3 days! Also enjoyed the fried beans! My dad ordered one of the soups and really enjoyed it. My husband loved his dish with rice, cheese, and chicken - he's a little more basic with his Mexican food.",2
275,3,1551312000000,"Not fancy decor-wise, but the service was great, it wasn't overly crowded and there were VEGETARIAN options. Hurrah! :)",2
285,1,1549929600000,"This location mirrors the Tucson location! Same food, set up, and relish cart area. 
The grilled green onion bulbs are so soft and yummy! The variety of the salsas are great! The Sonoran dogs are authentic. No need to drive to rocky Point for my dogs anymore. 
I'm not a huge fan of their beans tho. The parking lot is small.",2
286,1,1551139200000,"yo, this location is as bad as these other reviews make it out
-staff didn't know menu/ specials that we came for
-dropped one of our orders on the floor in front of us 
-packed so that my food all fell out of containers into bag anyway
-one order of mashed potatoes didn't even have gravy
-lobby a mess
-watched someone order and pay for a large order of spicy only to be told they don't have any 
-no napkins/ utensils
all of these seem minor but all in the course of a 3 minute stop? naw. just go to a different location. this one apparently doesn't even participate in the monthly specials/ promotions which is the reason I go to this chain in the first place",2
290,2,1551312000000,"Pulled in for an oil change. Have no problem waiting. Dude is posted up against the wall doing nothing, sees me, does not acknowledge me. Drive around to the other side. Roll my window down. Looks at me, still nothing. See another guy who's actually working on a vehicle who I believe was on his way over to acknowledge me, but i had already started driving off. No worries, I'll spend my money elsewhere.",2
294,1,1548979200000,"Hour wait even with reservations. We made 7:00pm reservations for a party of 2 and did not get seated until 8pm and that was after having to ask the host several times, and then finally for a manager. It took at least 15 minutes for the employees to find her. This location has just really gone down hill, I've been to many Benihanas throughout the country from locations in Atlanta, Detroit, San Diego, and this location is the absolute worst experience I've ever had at a Benihana's. It looked as if they were short staffed there were at least 4 grills that were not being used. One positive experience was our chef Joseph made the food delicious and of course entertaining. The manager did seem understanding and apologized and was willing to try and make our visit better. But, still will not be returning to this location.",2
297,2,1550534400000,Got take out sushi today - half of the avocado was brown - like really brown.  If this is a sushi place you would think the products they use in AVOCODO sushi would be fresh.  Or at least call the customer & say that the avocados aren't good - would you like something else.  Not just send the product on it's way - my hubby picked it up - so not sure if he even looked at it before taking it.  I would have taken one look & refused it.  Got all the way home & it just looked gross - feel really bad cause my little daughter was the one that wanted it .  We picked out the good ones & tossed the rest.  Now - saying this to the manager - he didn't even offer a refund or an apology - second manager did - & offered an apology which the first manager didn't even offer.  Really disappointing.  Feeling sick  with stomach pains - which is what prompted me to call.  Very disappointing.,2
