user_id,section_id,submit_date,text,rating
48,3,1546646400000,"Visited Captain Steve ' s for the first time today.  There were 11 in our party. Our servers were great. They had 2 large parties at the same time.  But we NEVER felt neglected. 
Our food came to our table at one and it was all HOT! 
Everyone received the correct food, our drinks were maintained full, and the amount of food was generous. 
We order fish, shrimp, broiled items, & steaks. Smiles all around.  
I WILL return whenever I visit the Charlotte area.",2
51,1,1548460800000,"Came here on a Saturday for dinner.. there was a wait for a table so we decided to sit at the bar for a drink until the table was ready.
Ended up ordering food at the bar and giving away our table because Emily was so cool!!
Seriously, my favorite bartender. EVER.
Attentive but not annoying.
Handled everything (being the only bartender there) very well.. timely and efficiently.

Drinks: Moscow Mule and Vietnamese Donkey
BOTH SO GOOD.

Food: Lobster Pho.. 5 stars. Delicious
Ox Tail Fried Rice: 5 stars. Really good, and actually had good chunks of meat and a yummy over easy egg on top. 
Fried calamari: big portion (we had leftovers) really good kinda spicy dipping sauce! 

Overall, 5 million stars",2
57,1,1547424000000,Table of 3 on Saturday March 25 around 8pm.. Well the service was terrible. . the host this night took us to a dirty table. . that waitress brung one glass of water when clearly all 3 were empty. Her hair was too damn long and should have been pinned up.. She reaching all over the table and my food.. I couldn't enjoy my meal i was pissed... First time at this location and will not be returning,2
62,1,1548547200000,"I had heard great things about flower child and wanted to go and on the way home one day I saw a sign that said to come get take out. I decided to try because I wasn't really in the mood to cook. 

The restaurant is beautiful. Great outdoor and indoor space. Kombucha on tap! 

The have a separate window for takeout orders. They have a 2 different family meals, a larger one and a smaller one. The regular family $39 for chicken and it comes with 3 large sides of your choosing. The larger meal comes with 4 large sides. 

The chicken was chicken breast cut into slices. The three sides I got were the sweet potatoes (4 stars), the Indian cauliflower (4 stars), and the corn quinoa( 5 stars). The quinoa corn creamy concoction is like crack.  

I love when places have family meals like this!",2
65,3,1547337600000,"I called Garcia Bail Bonds and when the call was answered I was greeted ""Speak""... I proceeded to ask a question about the type of bond I was looking for. The reply was an angry ""what the hell are you talking about?"" I let the person answering know they must not want to make any money talking to customers like that and hung up.

I may not have known what I was talking about since I have never had to bail anyone out before, however the three other bail bonds companies I called prior with the same question were able to provide me an answer minus the horrible attitude.

Why would I ever set foot in a business who can't even handle the simple task of answering a phone call.


Update* In response to the reply.

A. Of course you are "" lost why I feel that way."" You think its normal to answer a phone call  at a place of business with the greeting ""Speak"" and reply to questions with ""what the hell are you talking about""'

B. You do not remember anything. I never said anything about 3% or California. I ONLY asked for a specific type of bond, (because not all bond companies are able to provide this specific type of bond) and your reply was ""what the hell are you talking about"". After that short conversation I terminated our conversation as stated in my review, so there was NO talk of California or 3%. I only included my experience with other bail bonds companies in my REVIEW to highlight how easy it was for me to call another business and not be treated so rudely. 

C. Thank you for letting me know how poor your customer service is so quickly. Made the decision to go else where easy. I write this in hopes that someone else will not get stuck with your company before they get a taste of your horrible customer service.",2
70,2,1548547200000,"Ok so I've come here a couple times for breakfast the first time my order was wrong I figured a fluke, I go again and yet again my order is wrong. Sucks because it's close to my job and I like it but I doubt I'll come back to this location. Nothing worse than having your food wrong.",2
75,2,1547337600000,"High price, low quality and bad taste. It's not Chinese food nor American food. Don't recommend it.",2
79,1,1548201600000,"The place is overcrowded with kitschy things on the walls and in every corner. We also noticed all the flowers outside were fake and pretty worn out, which made the place look ridiculous, cheap, and unkempt. So for environment, we would rate it a 2 star.We placed our order online, which was convenient, but when we showed up to pick up our food the place was dead and we couldn't find anyone to help us. Two employees actually made eye contact with us and then went right back to talking and slacking off. After about 10 minutes, someone did finally wander up front to get us our order. 

We ordered the stuffed mushrooms, Penne San Remo, stuffed shells, and chocolate chip cannolis. The meal came with french bread but the bread was stale and cold. The mushrooms weren't too bad. The sauce was tasty but the stuffing overpowered the mushrooms so it ended up tasting like sharp cheese and sauce. The penne san remo is supposed to contain artichoke but we only found two chunks of artichoke out of a container with enough food to feed 3 people. So that was disappointing. The sauce was also really bland and the chicken was overcooked/rubbery. The stuffed shells were ok, no major issues, they just weren't worth the price. Actually, none of the food we got was worth the price. We paid over 60 dollars for a dinner that was maybe worth 30. All in all we weren't impressed and won't be returning.",2
80,1,1548720000000,Nice atmosphere.  Excellent Thai curry and interesting other entrees. My wife got the small portion which she brought home leftovers while I got the larger portion and didn't have any leftover,2
82,1,1548720000000,"I'm so sorry to do this to you Capitano and while I love your food most of the time, there are some inconsistencies.  I still want to go here and will come back again soon, but I've probably been here close to 10 minutes and 7 times were phenomenal, 1 time was average, another was slightly below average and 1 was quite dismal.  The last time I came here, while they tried to accommodate me and fix the issue, the fries were hard and not salted enough and the burger tasted very bad.  This is rare and that's why I'm only docking one star, but for some reason, one of the fry cooks didn't add salt to the fries and they always have before.  The cashier said you could ask for salt, but what frustrated me is that they were always perfectly salted before and while I understand some people will say it's too salty, you can't go from quite salty to no salt at all. That's quite the change.  I have to say, all the bad times I was there, there was one consistency on who was making the food, but I don't want to say who, as they are making a living.  

While I love you Capitano, I really hope you can be more consistent.  However, gelato is still da bomb.  Love the mojito.",2
83,3,1547164800000,"Good service. Food ok. All around this restaurant was just ok. I'm not an Indian food expert, but have enjoyed many Indian restaurants in different cities. We ordered about 6 dishes, none of which were memorable. Nothing was very spicy, which is kind of ironic given the name of the restaurant. The atmosphere was pleasant and the service was very friendly and attentive.",2
93,2,1547942400000,"Excellent place if you are walking down Wellington and feel like fish and chips with beer. We went on a bike ride on the first beautiful day of the year and ended up visiting a friend in Verdun. We already know the other Comptoir 21 locations at the Latine Quarter and the Mile-End - but I like this one best. We sat outside (for the first time this year!) and really relished the last light of the day. The waitress was nice and friendly, although she was a little swamped. Once she took our order, the food came pretty fast. While we all had beer, I was actually the only one having fish and chips. My girlfriend had the veggie poutine (they have vegetarian gravy that is not bad) and our friend had a cheeseburger with fries and salad. We all enjoyed our food and I was pleasantly surprised by how calm this street is (compared to busy main streets like saint Denis or Mont-Royal where it's not as nice to sit out in the street). I was also glad for the opportunity to sit outside because sitting inside on the bar makes it harder to have a conversation when more than two people are involved, plus there is a lot of oil in the air near the kitchen.  We went to pay inside and discovered they only accept debit and cash :( but overall this is a good place to have a good time!",2
94,3,1547683200000,"Wow! I'm the first to review! How can that be? The Lotus Garden has been around for 60 years and there's no question as to why. The food is fantastic and the staff is very friendly and accomodating.

My meal always starts out with an egg roll. These are no ordinary egg rolls...they're not tiny, and aren't considered one of those side items tossed in as an afterthought as at most Chinese restaurants. No - these egg rolls could be a meal! Filled with baby shrimp, cabbage, and carrots, the filling is tender with a bit of a crunch. The wrapper isn't your typical thin, fried, ""papery skin"". The wrapper is a bit more substantial because of the size of the egg roll..yet it's crisp on the outside and a little chewy on the inside. The best egg rolls I've ever eaten.

I also like to order the fried pork dumplings. They're pretty basic as pork dumplings go, but they have a great flavor and the dipping sauce is very good. I'm pretty picky about my dumpling sauce. I don't like it too salty or too sweet. This is just perfect with a touch of heat.

My main course staple is the chicken with garlic sauce. This is noted on the menu as a spicy item. The Thai red pepper flakes give it the right amount of heat without overpowering the garlic brown sauce. It's a simple dish with slivers of white meat chicken, slivered water chestnuts, and a few mushrooms tossed in for good measure. This dish is so flavorful that you don't need anything else. I love the chicken paired with the crunch of the water chestnuts. They both take on the flavor of the sauce quite well. 

Other great dishes are the chicken lo mein, General Tso's Chicken, and chicken with broccoli.

Plus the atmosphere is welcoming and cozy. No need for takeout!",2
104,3,1546473600000,Eric Max the bartender was incredible. He was very thoughtful and courteous. Made our night that much better by being quick with his drinks and highlighting our experience. Totally recommend sitting at the bar with him.,1
105,3,1546646400000,"Got some food through uber eats :). The price is not bad at all, it would be more affordable when walking in definitely. But the value is good and the quality is good as well.",2
116,1,1546819200000,"Awesome ambiance, and great staff. Food was pretty good, too. 

Had the brown bag chicken sandwich (good), and the fried okra (good). Also had the bacon cheeseburger and mac & cheese (both pretty good). Couples next to us ordered a sampler platter of some sort with shrimp - they both raved about it, as well as the custom style drinks.

$5 for a small(er) pitcher of good beers on Sundays - great deal. Lots of unique drinks, worth a try. Servers would awesome with recommendations and making their unique drinks.",2
117,1,1547337600000,"I've donated since college when I started organizing blood drives at our school. I try to donate during holidays since it seems that's when more activity happen with tourists in town or DUI accidents. It's a great way to give back and get some neat freebies, movie and Penn & Teller tickets, Amazon gift cards, blood donation promotional and ""hero in you"" t-shirts. :)

The West Charleston site is the UBS I've donated to for many years. Location is within 15 minutes from home and has great parking. I am thrilled they now have a questionnaire they email me the day of my donation so I can jam through it while having my morning cup of joe. 

I love Mimi when I donate platelets. The other phlebotomists not so much. Last Sunday went and had an unsuccessful donation and a bruise for four days from my stick. I will only donate from this point forward when she's working. She knows me by name, happy, bright, sunny disposition, always has a loving presence and checks up on me throughout my 1-1/2 hour platelets donation process. Afterwards there are always lots of different juices in the frig, oatmeal raisin and chocolate chip cookies, Oreos, nuts and wheat thins. I actually raid the canteen area BEFORE my donation when I have to sit get my vitals done (BP, temp, pulse, iron). Due to being a pescetarian, my iron usually teeters on the 12.5 mark.

Please donate! We need more people to give in Vegas.",2
125,1,1546387200000,"I was looking for a really good wings spot so I came here. Wedges were soft and tasted good however could not really eat them cause it was over seasoned and heavy in salt. Wings were ok not good for it to have ""Wings"" in the name of the establishment, but to each its own. sauce ok. Atmosphere was welcoming server was great. 

The attraction for this place is good to get a drink with friends if in the area or if you want to try a different random sauces with names like ""Voodoo"" then you will like. 

Glass wear wasn't very clean
Entrance not easily accessible due to construction.",2
125,3,1547510400000,"when to confirm all of the other reviews.
Service: excellent customer service.
Carne asada taco: greasy meat and tortilla, poor flavor.(Wil be better with guacamole)
pastor taco: greasy meat, poor poor flavor.
Taco de cabeza: good taco
Taco de lengua:good taco 
Salsa: great variety, good flavor",2
132,1,1547683200000,"Too much gringo, not enough gourmet. Pico is overly chunky and hasn't been allowed the time to sit. Salsa verde from a jar. Raw onion everywhere, mayo chipotle sauce in the burrito... It's good Mexican style food, but it's not Mexican food. On the same page as Mucho Burrito in my book.",2
137,2,1548633600000,"Bad 1st experience! Charged for something I didn't ask for or receive. The young lady at the drive thru was rude and incompetent, it's just coffee and a danish. How do you screw that up? Will never visit this store again especially if she's on the window. Bottom line, put friendly people on the window who can place an order and swipe a card.",2
138,2,1547424000000,"This place gets 4  stars based on the hotel it self. It's location gets 2 stars. Thus the 3 star rating. The hotel offers a shuttle to the airport. I was on there for business, and the front desk clerk was extremely helpful, as far as helping me with directions and getting where I needed to go. 

The only negative to this hotel, was the location. 30th and Van Buren is not such a nice area of Phoenix. Granted, it's nowhere near the shadiest, but if you have a choice, you should make a point not to stay east of 7th Street and Van Buren.",3
142,2,1548201600000,"LOVE LOVE LOVE this place! I'm a bit of a sucker for Irish fare in general, but the atmosphere here takes it a step further. Small and intimate with dark woods and nice artistic accents. I've had just about everything on the menu and the only thing I was unimpressed with was the roasted chicken. Definitely try the fisherman's stew! It's sooo goooood. The corned beef and cabbage is amazing, the shepherd's pie is so savory and the bangers and mash are just wonderful. They do a great snakebite too (which down in Chambana is Guinness and cider, not Guinness and Harp)",3
143,1,1547510400000,"I've been a regular at Sport Clips since my first review (Nov 17, 2016) of the Arizona Pavilions location in Marana.

Since then I moved to Chandler and have been a customer at this location for a few months now.

The price for a haircut at this location is a little higher than I was paying in Marana. However, I still believe it is a good value due to the quality of the service.

I also appreciate the fact that they usually have more staff on duty than the Marana location and so the wait time is shorter, especially on busy Saturday mornings.",1
147,3,1548115200000,"This place leaves a lot to desired. My dad and I went during the week because he was craving Mexican food. So, I suggested we give Gil's a shot - trying to support local restaurants. 

It was in a pretty dingy strip mall but we weren't deterred. There was a family eating on the patio so we decided to eat inside (and were the only ones in there, aside from one guy that stopped in to get a take-out order). 

We started with chips and salsa. The chips were descent - thicker than normal but tasty. The salsa (if you can call it that) was horrible. Not much better than tomato paste and a few spices. 

Then, we got a cheese crisp with green chiles. This was the highlight of the meal. Not a memorable cheese crisp but the green chiles were fresh and not canned. 

For entrees I got a shredded beef taco and my dad got a combo plate with an enchilada, rice and beans. Pretty bad - bland and nothing to come back for. 

The 1-star is for the friendly service, good chips and okay cheese crisp. But, if you're wanting Mexican food, you'd be better off at Valle Luna or Manuel's. 

And my rating is not because I'm comparing this place to normal ""Mexican food"" places - I know this place is supposed to be ""New Mexican."" I have been to good New Mexican food restaurants - this will never be one of them.",2
155,2,1547337600000,worst company I have ever in my life dealt with all way up to management I will never in my life use this company ever again .and will tell everybody and companies I know not to use them. matter of fact every time i see their trash cans I'm gonna leave a note for other people about how they scam people and let their accounts drag on when there to be closed months ago .  use a different trash company,3
164,2,1546646400000,Great lunch..perfect wings and a Greek salad.   Service was perfect too.  A hidden gem. Tv's for everyone,2
167,1,1548633600000,"I feel the need to chime in here because I don't believe N.H. has fairly evaluated their experience here.  I have been going to the Goodyear Donor Center since about 2012.  It started as a Father/son thing and I continued after my son went off to college.  

Now, I have had successful donations and I have had unsuccessful donations.  At one point I had to take a 16 week break.  Things happen.  But reality is what it is.  Sometimes it just doesn't work out for one reason or another.  Back in the day if you had a failed attempt in one arm followed immediately by a failed stick in the other, they'd apologize and send you on your way with a bandage on both arms and no donation.  No need to be upset about it.  It happens.  It is simply fortunate that I can donate.  Many can't but I cant see getting upset about it.  For whatever reason it just wasn't time NH.  Whether it was something in the questionaire or who knows. 

 I have yet, in all the time I have been going there ever felt unwelcomed or unwanted there.  Sorry you prepared so heavily and feel let down.  I can say the staff are all wonderful.  They are like a whole different family and the time spent in the chair is comfortable and safe!  I can honestly say I am defensive of them because I have spent many many hours in the chair.  Ms.Betty at the desk is definitely in her element!  Everyone there is upbeat and no one is ever grouchy!  Vinny is magic with a needle for those of you who worry about that.  

Go in some time and check it out.   Get your questions answered and avoid possible hiccups down tbe road.  It is important to everyo e who is dependent on blood and blood products!",2
168,3,1547510400000,"I was reasonably impressed with AB. We got there just before the lunch rush and scored a prime table near the windows (tho upon leaving, my friend noted how cozy the sofa-bench tables looked, so I'll aim for one of those next time). Our server, Robert, made even the soup of the day (tomato bisque) sound out of this world. Even after the restaurant filled up, he was attentive and made sure we enjoyed our meal. 

We shared a handful of oysters with a mild jalapeño sauce. They could have been a bit briny-ier for my taste. And for entrees, we hit opposite ends of the taste spectrum: I had the pork carnitas, which was mild and sweet, with avocado, cole slaw, and a corn 'pancake,' with only a bit of red onion to balance it out. My friend had the jambalaya, which looked deliciously comforting, but she reported the chicken was dry and overcooked and the shrimp was underseasoned. The bite I tasted was too hot (spice-wise, not temp) for me. 

The decor was comforting in a British pub style. I wish the menu had been more unique (burgers, BLT, variety of salads), esp for a place with the wird ""arrogant"" staring at you. 

I do plan on returning for dinner, to see what catches my eye.",1
171,1,1546387200000,Divine threading is the only place to go to in Las Vegas for your threading needs! Noor is always does an excellent job and the other ladies as well. A definite customer for life right here.,2
172,2,1548374400000,"2 words: RIP OFF
I made the mistake of booking an appointment AND paying up front for a package before reading any of the reviews. The girl who sold me the package asked me what areas i would like lasered and i told her exactly what i wanted to be done (i have done numerous laser treatments in the past) so she told me that this package would be perfect for me. Later when i go in for my appointment they tell me that i have to pay extra for this body part and that body part! Not only did they sell me the wrong package but they refuse to refund me my money and want me to pay more that i initially anticipated. They never sent me a reciept (as the purchase was made over the phone) and the laser technician literally spent 10 minutes with me for full legs and bikini and face! They are in the business to scam individuals who are new to laser treatment and have no idea what to expect. All i can say is STAY AWAY",2
173,3,1548201600000,My boyfriend took me here for my birthday because I've always wanted to try Ethiopian food. Very small quaint location that you could miss if you weren't looking for it. The gentleman who took care of us was very kind and explained everything to me. The food was amazing! Loved everything er tried!,2
175,3,1547078400000,"Notes: 1 visit, late lunch.
Overall: Food had some good points, but I wasn't overwhelmed.  West Covina, CA location is better if you're in the area.

Hainan chicken - chicken was soft, but they left out the best part - the chicken juice.  I love it when they pour that stuff all over the rice.  (I say juice so it sounds healthier than say, 'oily chicken essence.'  Also, if you want really good Hainan chicken rice and you happen to be in Alhambra, CA, go here: http://www.yelp.com/biz/savoy-kitchen-alhambra#hrid:8nuOzJJQDsKa9NK-WhJsbQ/src:search/query:hainan%20chicken)  

Some sort of egg tofu - pretty good, but really heavy.  Don't order it unless you're hungry or you really know how to scarf protein.  

Roti canai - Must try for Malaysian cuisine it seems.  Crepe/pancake style bread that you dip in curry.  The curry was good, don't remember what kind it was.  I don't think it was served hot enough, though.  It got cold too quickly.  My mom said the bread wasn't as good as their location West Covina.  

Chicken satay - Really light appetizer.   They give you really small, thin strips of chicken.  Don't expect this to be in any way filling (unless you decide to pour the peanut sauce all over your rice, and you just might be because that sauce is so sweet and delicious.  Almost sweet enough to be a dessert.)",2
176,2,1547164800000,"I really want to give Sullivan's 4 stars but in comparing this experience to a recent visit to Longhorn, I just can't bring myself to do it.

Went here with a group from work for an ""appreciation dinner""  Normally, Appreciation dinners end up at Chili's or Ruby Tuesday so I was completely shocked we ended up here.

Everything was great service wise.  Foodwise, it was good but I'd expect that from a place like this.  I ordered one of their Mixup lunches which gives you a salad option, a protein and a side.  I ordered the mixed green salad, the porcini mushroom and pepper encrusted strip and an order of carmelized cauliflower as a side.

The strip was amazing.  It came sliced over a layer of steak sauce.  It was cooked perfectly.  The salad was ok....mixed greens with tomatoes, blue cheese and a dressing that I still do not recognize.  The cauliflower came in a mound.  Honestly, this had to be 1/2 to 2/3 of the head of cauliflower.  It was seasoned with capers and other herbs.  While the taste was good, the quantity was entirely too much and I could only eat half.

The decor of the place is as you would expect with a lot of medium to dark wood but it just didn't do anything for me.  Same with the service. While they were all friendly, our water just didn't go beyond what he was expect to do.   

Sorry, Sullivans but I can get better service at Longhorn and frankly I think their food is better also.   But still this is a solid or 3 1/2 star review.",2
180,3,1546646400000,"We had an incredible time. The food and atmosphere was so good. Linda, our waitress, was the best. Thank you Linda!",1
186,2,1547337600000,"Ils ont toujours des prix imbattables sur les fruits et légumes, et souvent lorsque j'ai besoin de fromage cottage ou de yogourt grec je peux en retrouver à rabais dans leur frigo. Oui, la date d'expiration est pour la semaine suivante, mais au rythme ou je les inhale ils ne survivent jamais jusque là. En plus, ils ont commencé à vendre des fruits et légumes bios, tout pour faire mon bonheur!",2
190,2,1547856000000,Love this place at all times of the day. They have great food with speedy service. At night turns into night club. Best in town. They always have great DJs from all over the world. Good job barley house,2
199,2,1546646400000,I met up with some friends here for some habachi and drinks. Let me start by saying that one usually doesn't associate Rock Hill will good Japanese food so I was initially skeptical but I'd figure I'd trust my friends and give it a try. Well I was happily surprised.  First of all the restaurant was very clean (which is VERY important for me) and we were greated warmly.  So we decided to have some drinks at the bar while we waited for the rest of our party to arrive. I ordered a martini to start which was strong yet smooth followed by a shrimp tempura roll. The roll very pretty big and the shrimps tasted fresh. I especially like that it wasn't like most sushi rolls around here that are 90% rice and litte else. Once we were seated I ordered the steak and scallop hibachi.  This was my favorite by far! The steak was perfectly cooked and the scallops were especially tasty.  The best part was the portions were really good for the price and quality of the food. I had more than enough for lunch the next day!  It's definitely worth the drive and I'll totally keep going back.,2
200,3,1546732800000,"Had breakfast here, ate outside, beautiful and great food. The cafe au lait was really good, I had the eggs Benedict with salmon and my wife had pian perdue (French toast) both were EXCELLENT, very well prepared and great plate appeal",3
205,1,1548115200000,"Yes, hot tip you have to ask for the full menu. Second hot tip, learn to say ""hello"" in Mandarin (pronounced nee-how) and likely you won't HAVE to ask for the full menu. 

We've dined here several times, and on Sunday, not surprisingly, we were the only non-Asian customers in the place. The chef was in rare form, and as I sit here having my third round of leftovers for lunch I'm still loving my dish. I opted for the Vinegar Fish, it's pretty simple -- whitefish, wood ear mushrooms and water chestnuts prepared with a dose of spice and rice wine vinegar. I'm guessing by the waitress' excitement when I ordered, that it's a dish they're pretty proud of. It was fabulous.

Hubby ordered the Beef and Onions, which I would classify as good, but not mind-blowing. We also partook of the Gai-choy which was cooked perfectly -- just the right amount of garlic and tenderness. 

In the past I've really loved their Mapo Doufu (tofu), theirs is one of the best I've had anywhere. Next time I'm planning on having the Water-Boiled Eel. I heart eel, mmm.

Service is pretty barebones, so don't expect to be sucked-up to. It's perfunctory and efficient, the food comes up fast and they leave you alone. I can't complain about that one bit.",2
206,3,1546387200000,"I love HIllcrest Dental! I will admit I haven't always treated my teeth well, and this has caused me to have a dentist phobia and thus made my teeth worse. Before I went here a few months ago, I didn't have a cleaning for close to 5 years! The hygienist was very gentle and took very long cleaning my teeth. I was surprised I didn't need a deep cleaning after so many years! She did mention my gums were receding a little, ( which I can clearly see) She told me to take a certain amount of vitamin C a day. Doesn't sound like a place that up sells to me. In the last month I have gone weekly, instead of silver fillings I now have beautiful white fillings that were very nicely done. Next up for me is a dental implant and invisalign in a few weeks when I save up enough :) take it from someone who hates her teeth and now is learning there is a way to be happy about her smile; this is the place to go! I feel like this place is one step ahead, tells me exactly what my options are, and now I feel completely comfortable going to the dentist after 25 years! Lastly, if the quality of their work wasn't enough, the people that work here are so friendly. You walk in here and feel like you are going to visit your family. No more snooty front desk girls or dentist that are rushing you out!",3
