user_id,project_id,submit_date,text,rating
29,2,1548201600000,"Sarah was our server, sweet as the dessert on their menu & took good care of all 5 of us! Sugar bowl reminds me of the old fashioned ice cream parlors I've only seen on black and white tv. They have burgers & sandwiches, not just dessert as I had imagined driving by all these years.Of course this girl had dessert, the Desireme Banana Split, yes still living in sweats and pajama jeans or Thanksgiving pants as our server coined them! Worth it, right down to the last drop of marshmellow sauce!!! There unfortunately was an issue with my Patty melt, I'm not one to complain but the thing was still mooing, they were swift to correct the issue(at no charge)and exchanged it for a quieter, more cooked version! We all enjoyed dessert, dinner & even games in their arcade, it was a fabulous family night out!",1
31,1,1547251200000,"We found this place not busy at 6:30 on a Friday evening so good for us to get a seat but one wonders their busy time - maybe later for drinking. 

The guacamole appetizer was the best part of the meal as the fish tacos below par.  

There is no pretense here about being upscale.  It seems set up to be a neighborhood bar mainly for drinking with the food to have something to do between drinks.",2
32,3,1546646400000,"Nice hotel, friendly staff. Stayed at the GO room. Nice view. The only issue is that people don't respect the non-smoking section. You smokers suck!!",2
33,3,1548547200000,"Made reservations for an early dinner. Our table was ready for us when we got here. The service was great with all members of the wait staff really attentive and polite. The waitress offered good recommendations and we started with the calamari appetizer. The calamari was so light and tasty. We ordered rolls and a shashimi plate. The sushi is extremely fresh. To end the meal, I definitely recommend the strawberry soufflé. It was perfect. Well worth a trip to Mandalay Bay!",2
35,1,1548460800000,"I couldn't resist and finally stepped into Sasaki to try their famed daifuku. Normally I am only a fan when it is the ice cream kind, straight from the freezer, but there was so much talk about them being amazing, I had to try it for myself... and it did not disappoint!

They are now $2.60 each. I tried houjicha, black sesame, matcha and strawberry. I am already a huge red bean fan, and with the matcha, it was just divine. Houjicha and black sesame are my favourite macaron flavours and they are also very good in the daifuku. I wish the strawberry one reminded me of the yummy ones in Japan, but even though it didn't, it was still refreshing. Of course if there was chestnut flavour today, that would have been a no brainer. Would have picked it up in a heartbeat!

The shop is located in J-Town's supermarket - at the far end (opposite of the cafe).

Give Sasaki Fine Pastry a try today, you'll be glad you did! :)",2
37,2,1548288000000,Awesome place.  Great margaritas.  Delicious rib eye tacos and the mariachi is worth coming back to visit,3
38,2,1546473600000,"Loftti has modern and also classic decoration that goes really well. Every teas are in high quality and the prices are very reasonable. Try the earlgray milk tea, its the best milk tea i ever had in my life.",2
40,1,1548633600000,this is true Cleveland. No visit to the city would be complete without a Steve's Gyro. it's located inside the Westside market in Ohio City. I always get the regular but the jumbos available. These things are huge and delicious. always a line and expect to wait but totally worth it.,2
44,2,1546992000000,"The gyro might be huge but huge isn't always a good thing.  The pita bread is delicious however everything else is subpar. You can't really mess up tomatoes and onions but the meat was super dry, almost to the point of eating beef jerky dry. The tatziki sauce was bland, if you're going to call it your ""signature cucumber sauce"" it better be something good.  It tasted like plain Greek yogurt, no spices at all.  For an $8 price tag it delivers with $2 flavor. A huge dissapointment.",2
49,3,1547078400000,"I still love Hingetown. I think its such a cool little stretch of Cleveland. Some of my favorite places are here including Urban Orchid floral, Cleveland Tea Revival and Beet Jar, though I frequent most of the businesses here and have unique love for them all. They're all owned by passionate, cool locals who believe in what they do.

But mostly, this update is just to show appreciation for a few things I often forget about Hingetown- how dog-friendly every business is, the beautifully manicured living wall, and the fact that the Transformer Station (a satellite CMA location) even exists here. I mean, where else can you pet tons of good doggos, see world class art and grab lunch? Since the last time I wrote this, new businesses like Larder Delicatessen, Saucy Brew Works and Title Kickboxing have opened. I can tell the people behind Hingetown are really trying to continuously add and improve. Still 5-stars in 2018!",2
54,3,1547078400000,"I was recommended by a friend to see audrey, she's done 4 of my tattoos and I have a total of 7. She's AMAZING! I can't express that enough. My friends go to her to and they love her work. It's very hard to find someone you can truly trust and she's so down to earth! I'm definitely going back to her to get my sleeves done!=D",2
64,2,1548288000000,"The one is solely for their complete lack of regard for food allergies. My husband and I went to dinner last night and he informed our waitress that he is allergic to both tree nuts and peanuts. We go to order dessert and he picks the bread pudding for us to share (we have had nut free bread pudding at lots of other restaurants). When it gets there I take a bite and panic as I realize there are chunks of nuts in the bread. Luckily, my husband had only eaten some whipped cream from the plate at this point. As the waitress walks by, I flag her down and ask if there are nuts in the dish. She says no, as if she knew for sure. I insist- so she checks, and indeed there are nuts in the bread pudding. She asks my husband if he wants something else, which he declines. We pay our bill and I make him tip her even though our evening could have been spent in the emergency room or worse thanks to her cavalier attitude. (which frankly I'm now regretting since I don't think she still realizes how serious this could have been) I tell the manager on the way out, he notes that the waitress asked him if the dessert contained nuts but it must have been after the fact. Like that makes this somehow better...He offers my husband a Benadryl, and gives a half of an apology. I would expect such a place would have understood and taken food allergies much more seriously. I'm just glad there were actual nuts in the dish as opposed to nut flour or extract which I wouldn't have been able to detect since our waitress clearly did no checking before she served us food.
*note-we paid for the dessert, the waitress and the manager made no suggestion about comping it",2
67,2,1548806400000,"My boyfriend and I love this place, the atmosphere is unique and we love the music they play too. We always try to come through at least once and month (Y)",2
70,3,1547856000000,"The Country Burrito was the bomb. If you've never tried this once you are missing a treat. So stop by and enjoy all they have to offer. Peace

Stopped in or rather decided to ride 20 miles to enjoy one of my favs. I had the country burrito and a donut. Now time to head back home and enjoy the scenery. Peace

Tried the wing ding dang burrito. It was good but what would you expect. My is still the country. I thinks it's the maple that has me hooked.",2
73,1,1548633600000,"I've ordered delivery from this place, and I've also been inside the restaurant a few times and have met with the owner. They get 5 stars right off the bat for the simple fact that they deliver Mexican food to my house. That's a rarity in this town in and of itself, but the fact that the food was good was a bonus. 

People get really picky about their Mexican food here - as they should. Arizona is lousy with Mexican food restaurants. I'm not going to go so far as to say it's the best I've ever had (I've had a lot of Mexican food from a lot of different places), but I will say that it's delicious and consistent. I mean, some of the best places to go get authentic Mexican food in the Valley are dirty little hole in the wall joints that you might be scared to go into. This place is clean and nice and quite a bit more upscale than that. 

I wouldn't say the food here is inauthentic either. It's plenty authentic... that word means different things to different people anyway. Some think it means a similar experience to when they visited Rocky Point, and others will cite examples from when they visited Oaxaca or Cabo or Mazatlan, and yet others will compare your favorite place to a chain they like. Who knows. Good food is good food. 

My experiences with the staff, management, and owner have been outstanding as well, and I will probably be eating here a lot.",2
76,2,1548892800000,Fabulous-would definitely come back again when in town. Go there you won't be disappointed.,2
76,3,1547856000000,Love Margarita Nails & Spa. Prices are reasonable and techs are always friendly and do a great job.,2
82,2,1548547200000,"I came here for a few months because it's close to work and I was offered the tour which took about 10 minutes. I would totally recommend the tour because you get to see all the features of the gym. 

I have to say, prices ain't cheap here. Corporate plans are around $75 a month and individual plans are something like $120? Don't quote me on that, I can't recall exact pricing but something in the hungreds. 

Here are the pros and cons

PROS
- quiet
- not a lot of people especially in the afternoon and evenings so no lineups
- clean and not smelly
- wet and dry sauna, whirlpool, pool
- tennis (extra)
- good selection of machines
- towel service, toiletries, hair dryers, magazines
- cafe in gym serving smoothies, drinks and hot food (pretty good!)
- convenient, TTC accessible

CONS
- pricey
- limited group exercise classes, not as frequent as other gyms

There you have it. If you're looking for a gym and the pros attract you, get a tour. The membership coordinators are all super friendly.",2
82,3,1547856000000,"What an ingenious service! As someone who likes to save a little money when I can but hates the hassle of trying to locate on Craigslist or raiding the local liquor store for free boxes, renting boxes was the perfect solution.  I scheduled a delivery just days before I needed it and Jimmy was prompt in delivering boxes to me during my first requested time slot.  The boxes were all in great shape  and the perfect sizes, and no doubt made my move much smoother. Pick-up was very easy, with Jimmy once again picking them up during my first requested time slot.  I loved that I was able to do my part in reducing wasted materials while absolutely saving money.  Would highly recommend this to anyone and will be using again in the future",1
89,1,1547164800000,They are always very nice and helpful. Very friendly. The girls working really know what they are talking about and are very talented!!,2
92,3,1546560000000,Amazing staff and service. Haven't had a bad experience and all 3 of the technicians are super nice and great at what they do.,2
95,3,1547769600000,"I purchased 3 $297 each Groupons for this merchant for laser hair removal. The office is within a Dr.s office, so you share a waiting room filled with sick people. I thought something was a little fishy at my 1st appointment there was a ""price list"" on the bathroom wall with the same prices that I had paid for my Groupon, which was supposed to be 50%+ off the regular prices. The aesthetician told me I should call Groupon and get a refund then just buy a new package at their office (turns out I SHOULD have taken her advice!!) that seemed very odd to me since I had already paid for 3 seperate packages of 6 treatments... Never the less, I had to reschedule my November appoimentment and they couldn't get me back in until JANUARY!? I received a voicemail from MSC the night before my scheduled appointment telling me that my Groupon had expired and they will not be seeing me the following day! I called back immediately and got a message saying they were closed, I left them a message and read them the terms of the Groupon I had purchased and told them to call me back. I showed up for that appoimentment and they refused to honor my Groupon even thought it was good for 1 follow up treatment within 1 year of the last treatment. The receptionist was very rude and condesending. I will NEVER be going back to this office again. Do not trust this place to honor their part of the deal once they receive your money!",1
99,1,1548460800000,"i love to sit and ppl watch while i eat food frm. the cafe.  i recommend the philly cheese steak and my husband always orders the pizza... huge so share.  sometimes they have dollar happy hours. how can u complain.  

more reasons to come here:

cool, clean.. theatre
multiple pai gow tables
bowling
bingo",2
99,2,1547424000000,Great espresso in an inviting space. The owner's baked goods are also very tasty. This has quickly become our go-to neighborhood coffee shop.,2
100,1,1546905600000,the sandwiches are a bit much for what you get and the wedding soup is one of the worst I have ever had poor value better off going to subway,3
110,3,1546560000000,"Came here after an evening of checking out the Stratosphere and noticed this place while trying to find my way out. 

Not too bad Roxy's Diner.. Not too bad at all... I would recommend this spot if you are looking for a quick bite to eat. 

I went with the Philly steak sandwich and fries and I walked away full and happy. The price wasn't too bad either and service was fast and friendly.",2
111,1,1548374400000,"Cookies, milk, and ice cream is great but better when you don't have to leave the house and get them! 

The delivery service is very good and fast! (Till 3am).

The guy rode up on his bicycle and pulled out box after box of my cookies out of a giant bag and yes...they were still hot! Like they just came out of he oven! Yes, it's that amazing !",2
114,3,1548892800000,"Every time I feel like and old fashion greasy burger, this location seems to fill that urge! The XXL with thick cut fries never seem to disappoint. Probably one of the best and more consistent burgers with so much flavor you can't go wrong except for the price ($18) for the combo. Groupon had one of the best groupons for this location, but they were probably losing money with it. Hands down best shake in the near area and always consistent with Haagen Daz ice cream!",2
122,1,1548892800000,Walked in looking for a vape shop coming from LA just in town for the weekend and truly was the first spot that was recommended so I took the recommendation to swing by walked in was greeted by John and he took very very well good care of us anybody from LA going to Vegas hit up truvape if you like Stout service and great selection of flavor and mods,2
124,3,1548288000000,"Absolutely wonderful food and service time after time! Our favorite place to take our special guests to for a very elegant dinner! The lobster, crab and steaks all make choosing so difficult.  Ask for David or Fabio ... but the entire staff is Fabulous",2
127,2,1548028800000,The servers are very knowledgeable about the beers available. The Flemish onion soup is a fan favorite. This place is much bigger than it appears outside. There is also a really cool beer room at the entrance of the brasserie that makes a great introduction to the wonderful world of beer tasting. Just be careful....if you're a coors light drinker...this may not be the place for you.,2
128,3,1547856000000,"Absolutely hate this place, bad service and I got food poisoning. Couldn't get up for days. Beware of this place.",2
132,2,1547683200000,"I like sauce, but I'm going to give them 1 star for thinking it's ok to burn a pizza, box it up and not mention it to me when I came in to pick it up. I'm now home and practically snapping my teeth when I take a bite. I'm too tired to take it back and demand they make another. Poor decision on their part to pull this crap.",3
136,2,1548374400000,I've been to this new location several times already.  The employees are super friendly and helpful.  I was thrilled to learn they have a book of color scheme paint chips for my particular neighborhood and an employee helped me go through it and select the colors I wanted to use.,2
150,1,1548201600000,Wanted to check what all the buzz was about. There was an hour and a half wait time. Got the almond croissants. It was normal. I have had better ones.,3
150,2,1547337600000,"Yowza, this place is fantastic. I had the Boat Wrap, which was vegan naan bread with cauliflower wings, potatoes, lettuce, cucumber inside -- incredibly flavourful and delicious, while still remaining simple. The service was very friendly and quick, and prices are very reasonable. I will absolutely be back every chance I get.",2
155,1,1547596800000,"Feel like I need a shower, from the inside, when I leave this place.  Kind of pace myself to make it near a bathroom when I head home.  I know... It's a burger place and not a steakhouse.  However, with all of the burger joints in Vegas - this ranks just above the big corporate chains.",2
156,1,1548806400000,"This place is amazing I always order the same 3 rolls to go. They've never messed up an order and  I always leave happy. The customer service and hospitality is great. They are a smaller sushi restaurant which gives it a very ""homey"" vibe. I haven't been there to dine in but I'm sure when I do, they will exceed my expectation per usual. Try the Tiger Roll & I love Salmon roll, those are my personal favorites!",2
159,3,1548720000000,"Best. Frozen. Yogurt. Place. Ever. Period.

Love that they change up the flavors every now and then. The seasonal oatmeal raisin and pumpkin flavors are amazing. They let you control all your toppings (NOT like that other place). They also have seasonal toppings too. Right now they have Cracker Jacks as toppings to celebrate baseball spring training Cactus League.  If the number of flavors overwhelms you, there are free sample cups that you can pick up at the register upon entering the shop.  The price per ounce is also very reasonable. I love this place and I always try to think of excuses to come here :) 

I can't wait to take my sister here when she comes to visit me!",3
169,1,1546905600000,"Food-- disappointing dish after disappointing dish.
Overcooked steak: I asked for medium. I got almost well done. This was disappointing. Even left a few pieces behind....  
French onion soup dumplings: Served at room temp (barely warm), so the cheese wasn't  ooey or gooey. 
Short rib Mac and Cheese: the mac and cheese tasted good but there were tiniest morsels of short rib that you could barely see or taste. 

Ambience--not nearly as glamorous or stunning as the one LES. Not even close.  Also, the free champagne bar is outside of the restaurant, which is kind of weird, logistically speaking. Even weirder than a bar in a bathroom!     

Drinks--Cocktail list is almost identical to the one in the LES. Drinks here are pricey and strong. Sadly, I couldn't finish my second drink, but since we are in Vegas they poured it into a ""to go"" cup for me. 
 
Service-- the bartender was efficient and the server was extra bubbly. It's unfortunate the food was so bad.  

Final verdict: I came here hoping I would have the same great experience as the The B&E in NY but the Lower East Side location is better than the Vegas location in all aspects.",2
174,1,1548720000000,Complimentary water or soda.  I will never forget because I was asked three times.  $30 for a pedicure.  That included the extra charge for the callus remover.  This will be my spot for any emergency mani/pedi situations when in Vegas,3
176,3,1547251200000,"My friend lives very close by and recommended the place. I checked them out and I was very pleased. Lady who helped me was very nice and took her time. She gave me a great foot and hand massage. The gentleman that greets you was very nice and welcoming. If I need service when in Vegas, I will certainly come back.",2
186,1,1548201600000,"Great service from our server Sarah and the manager, Mike was also very attentive. We ordered six rib eyes at our table and they came out in a timely manner and perfectly cooked! Thank you!",2
186,3,1547596800000,"Brian is an attentive, caring and enthusiastic waitress that served me today 
Great environment. Food here is amazing. The meat is really fresh. 
This should be on everyone's bucket list if they are in Vegas and like the taste of real meats",2
187,2,1546473600000,"Came here because I have been craving Panda and was surely disappointed. I got the orange chicken and chow mein and the chicken was cold, and the employees were not really friendly, they didn't give any utensils for my order. Not sure if I would come back to this one.",1
212,1,1546905600000,One of the better steakhouses @ Vegas. I am a huge fan. Best restaurant in New York New York casino. Ribeye is probably the best. Great wine selection as well. Creme of spinach + potatoes are also very good.,2
212,3,1547251200000,One of my favorite restaurants! Great workers here that always take care of you. Incredible food and beers. I either go with what the special of the day is or the meatloaf and nothing ever disappoints. The pretzel crusted chicken is also fantastic. Never had a bad experience here!,2
213,2,1548201600000,"Cheap quality food, hostile service though. Not my cup of tea, but it may be for others....",2
220,3,1548115200000,"Appliance Resource Rescue is a horrible company to do business with. My home warranty company referred my work order to this company. Appliance Resource Rescue called me within a couple of hours and wanted to schedule the appointment for that same day (Thursday). I asked for a Friday appointment because I wasn't home Thursday afternoon. No Friday or weekend appointments were available, so we scheduled the appointment for Tuesday morning between 8AM and 1AM. Now it's Tuesday and surprise! No one showed up or called to reschedule. I called the office 5 times throughout the day and no answer. I left a voice message and the phone call was returned promptly. I'm assuming they are scanning their calls - there is no other explanation for this. When I spoke to the representative, she told me that she didn't have my appointment in the system and instead of taking responsibility, she blamed it on a computer glitch. I asked her to cancel the work order as I will not be giving such an unprofessional company any money.",2
225,3,1548288000000,"Picked up a marble bundt cake for a family dinner and wow the marble cake was so moist. Picked up the basic one with the frosting in the box and it was delicious, definitely beats making a cake at home.  Walking into the store it always smells super sweet and delicious, plus the staff is always friendly. Thanks again!",2
227,2,1546300800000,"This place feels more like a factory than a store really. When you walk in, almost everyone are busy working, mixing, steaming in the kitchen behind the counter. They typically ignore you unless you start the conversation or picked up some of their items and stood in front of the counter for awhile with hopeful look on your face that someone will eventually talk to you. Service and atmosphere in the store are not something that will make you want to stay there any longer.

HOWEVER, they make AWESOME fresh Bak Tong Goh (literally translated white sugar cake) as mentioned in the review below. That's not the only reason why I would go there, they also sell fresh tofu pudding (tofu hua or taufu fa) in a tub (500g?), which is something I regularly get whenever I'm in the area. Do request for the syrup, or you can add maple syrup/honey on top of it when you get home.  In the summer, I like a get a tub of cold tofu pudding and eat it in the park with my friend.

The only thing to take note is that they do overcharge you. One tub of tofu pudding is $2, with syrup (a small container) it's $2.50. It's still consider as really cheap, but 25% increase in price just for a small container of syrup.. ? 

I have yet to try a lot of their products, which I will eventually cos they do look really yummy. A lot of Asian Supermarket actually do carry a lot of their products which would usually be in the bakery section. Don't discount them just because of the appearance of the store or the staffs, in my world, nothing beat FRESH.",2
229,2,1547942400000,"I love the bar, the feel of the place.  somewhere where I can go unhindered sketch while drinking enjoying the sights, sounds both in and outside the bar. The window nooks for a better word fantastic .
Iam trully gonna miss them when old man winter storms into the city 
get there before them",2
234,2,1546732800000,"My kids loved this place.  I enjoyed it also, what I just don't understand is the pricing.  9 bucks is no big deal but if you are like me and have 4 kids it is $36 for two hours of play.  That is crazy!  We won't be going back on a regular basis that is for sure.  You would think they would give sibling discounts that would make it more affordable for parents with multiple children.  Other than that it was fine.",3
235,1,1548460800000,This is the best Costco I've ever seen in my whole life. The store is really clean the staff is really helpful and friendly and the place looks really nice.,3
238,1,1546819200000,"What a lovely edition to the new ever changing Roosevelt row area. The open space is very clean and inviting. The staff makes you feel like a regular the minute you walk in the door.  What I really think is neat is the coffee shop and the wine bar share the same space so everyone is happy... the coffee drinkers and the beer/ wine crowd. 
I happened to be both.  We were treated to an inspiring conversation by the owner Oliver Stone who has a miracle life changing story to share.  He also recommended a wine (Purple Heart) which I had never tried but loved. My friend had a latte and a pumpkin scone which was delicious. (Yes, I know she ordered it but I ate it!) 

I look for to returning to try some of the menu items because the choices were ample and looked delicious. 

It's conveniently located near many theaters and parking is ample.",1
242,2,1546905600000,"This place is a truly gem! 

Came here for brunch with a friend. Ordered rib eye with eggs, my friend got bacon and eggs. Food is very tasteful and natural: everything, including potatoes and toasts. They have a selection of coffee but even most basic one satisfied my morning dreams. Amazing cost/value ratio given the location.  

Note to future myself: never go to hotel buffet for breakfast in Vegas again.",2
244,3,1548201600000,"Been seeing a lot on line about this place & brunch. We were in the vicinity one night & ducked in for a snack & a cocktail. We weren't sorry. The bartender was knowledgeable about the full menu & of course cocktails. So after some brainpicking we went with 2 hand crafted delicious cocktails. Our snacks were some deviled eggs that I'd read were delish & they were. So we're 3 for 3. Good staff, app & drink. We will be back for brunch. The pancakes sound amazing. I mentioned to the bartender that wanted to try the popcorn & asked him if he liked it himself. Like how spicey is it etc. He said it's a perfect mix you really should try it on your next visit. Then brought us a sample. He was right it was good. That's the kind of exemplary service all bartenders need to exude. It's all about the customer.",1
251,2,1547856000000,"Mimi's Cafe is the best I have a food allergy in the server was more than careful to help me out with my food allergy,place was nice and clean and the service was exceptional",3
257,1,1548028800000,I was referred to Buddah by my previous nail salon owner. His work was impeccable and his prices are reasonable. I enjoyed the privacy of the space and I was seriously amazed watching him freehand my nail design (houndstooth). Buddah was cool to talk to and my nails were finished in no time! I really enjoyed this place and plan to return.,2
257,3,1547942400000,Outstanding customer service! I couldn't imagine going anywhere else in the valley. I feel like a member of the family and couldn't ask for more.,2
262,2,1548633600000,"I always like coming here. The service is consistently good. The staff and servers are very nice, fast, and good. The food it's great tasty and the portions are good.  

Great place for family and friends.",1
267,1,1548288000000,"I've been here a couple times and I just can't say I love it.

The food is generally pretty good. I like that they have veg options so I don't have to majorly modify anything just to order. Today I had the power greens salad. It was really good. The dressing was really salty, but I like salty so I loved it. My meat eating friend ordered the veggie burger and said it was delicious. I had some of her fries and they were so-so...tasted like run of the mill, from a bag, previously frozen fries.

We got the free wine when we checked in. It was ok...not great but also not awful.

So here's my issue w this place...the staff is just rude. Last time I was there we came at night and missed the ""wait to be seated"" sign. We sat ourselves on the balcony. The waiter came over, told us the table wasn't clean/ready, and then told us they saved that particular table because of the view. Basically we weren't good enough to sit there. We left. 

This time the bartender offered us a high top or the bar and then basically told us we couldn't have a table because they were saved for parties of 3 or more. Our party of 2 sat at the bar. Later we saw 2 guys get seated at a 4 top table. Whoopsie

Overall this place has a lot of potential and the food is decent, but the staff has a tendency to act like snobs for no particular reason.",2
270,2,1547164800000,"Went here with my family for my daughters 26th  birthday.  What a great place !  It is a converted old house.  Looks like this area of 7th street is becoming it's own Restaurant Row...  Rice Paper has a Very cool, young and hip vibe.  Kilt Lifter on tap !    really good Pho and really tasty, original and creative rolls.   Very reasonable prices.  We ate inside at the long wooden table.  good lighting, comfortable chair.  Outside patio looked really  nice as well with the long padded bench seating.   Saigon Dan was a very tasty dish as well.  Just depends on whether you like the soup or the salad.. better yet.. try them both.. Crunchy Ahi rolls were tasty and had a great sauce with them.   Many rolls to choose from.   The Bahn Mi Sandwiches looked tasty but didn't try them.  Looking forward to going back here again soon.",2
273,1,1547596800000,"This place has lots of good things going for it. Easy checkin nice equipment, friendly staff. 

Thanks For a great time.",2
274,1,1547769600000,"I was a little disappointed with the 20oz bone-in ribeye ($50).  It came medium rare but only the outer cap portion was particularly flavorful.  Frankly, I am not often impressed with the steaks at Morton's, Ruth's Chris, or places like BLT as I am able to grill more delicious steaks at home when I buy prime grade cuts.
The atmosphere and service were wonderful, and it was convenient to have a nice place like this at the hotel where we were staying.
The side orders were basic but satisfying.
My friend thought his petite filet was delicious.
I'd return to BLT for a meal if I was staying at the hotel.  But if I wasn't, I'd probably prefer one of Phoenix's amazing pizza places instead.",2
274,3,1548720000000,My first experience with authentic Caribbean food. The Island tea was on point. When you go you've got the try the mixed vegetables. The chef has custom blend of seasonings that was so good i was trying to buy the blend from him.,2
282,3,1548806400000,Great burger! High quality ingredients make these burgers a winner. Perfect place to watch the game or hang out on the beautiful patio out back.,2
285,2,1546560000000,"Worth the money. Great time. We couldn't stop laughing the emcee was fantastic 
Put this on your list of shows to see in Vegas.",1
291,2,1548028800000,"Stayed here a couple times, loved the pool, loved the SELF CHECK IN.  Try finding that in Vegas, people stand in line in for over 30 minutes, but you can easily walk over to the self check in and get your room with no fees.  Did I mention no hotel fees $15 per night... Not at Flamingo.  Ohh and its located right next to the monorail, so if you don't want to walk the long strip or are a great and got heels, stay here.  You are also in the middle of the strip.",1
297,1,1547596800000,service sucks and the food sucks. I don't recommend this restaurant at all. I would never eat here again.,3
