user_id,video_id,degree_id,first_view_date,last_view_date,views_per_user
3279,1,1,1546473600000,1546473600000,1
3280,1,1,1547251200000,1547251200000,1
3287,2,1,1548288000000,1548288000000,1
3292,3,1,1546473600000,1546473600000,1
3310,1,1,1548115200000,1548115200000,1
3314,1,1,1547942400000,1547942400000,1
3330,3,1,1547424000000,1547424000000,1
3332,3,1,1546646400000,1548028800000,2
3336,1,1,1546992000000,1546992000000,1
3340,1,1,1546473600000,1546473600000,1
3340,3,1,1548720000000,1548720000000,1
3341,3,1,1547251200000,1547251200000,1
3344,2,1,1547769600000,1547769600000,1
3350,2,1,1548201600000,1548201600000,1
3351,3,1,1547683200000,1547683200000,1
3354,1,1,1547164800000,1547164800000,1
3359,2,1,1548806400000,1548806400000,1
3359,3,1,1548892800000,1548892800000,1
3394,1,1,1548028800000,1548028800000,1
3415,3,1,1546473600000,1546473600000,1
3416,3,1,1548288000000,1548288000000,1
3418,2,1,1548460800000,1548460800000,1
3422,2,1,1547251200000,1547251200000,1
3427,3,1,1546819200000,1546819200000,1
3434,3,1,1547683200000,1547683200000,1
3436,3,1,1548633600000,1548633600000,1
3439,2,1,1548892800000,1548892800000,1
3442,3,1,1546905600000,1546905600000,1
3449,2,1,1547596800000,1547596800000,1
3450,3,1,1547078400000,1547078400000,1
3451,1,1,1547078400000,1547078400000,1
3458,2,1,1548374400000,1548374400000,1
3485,2,1,1547078400000,1547078400000,1
3515,2,1,1547596800000,1547596800000,1
3538,3,1,1547164800000,1547164800000,1
3543,2,1,1546387200000,1546387200000,1
3545,2,1,1547596800000,1547596800000,1
3552,1,1,1547942400000,1547942400000,1
3556,3,1,1546560000000,1546560000000,1
3573,1,1,1548547200000,1548547200000,1
3581,1,1,1548460800000,1548460800000,1
3590,3,1,1546560000000,1546560000000,1
3603,1,1,1546819200000,1546819200000,1
3621,1,1,1546300800000,1548115200000,2
3624,1,1,1546300800000,1546300800000,1
3624,2,1,1547164800000,1547164800000,1
3632,1,1,1547424000000,1547424000000,1
3634,2,1,1547424000000,1547424000000,1
3634,3,1,1547856000000,1547856000000,1
3641,1,1,1547510400000,1547510400000,1
3643,2,1,1548633600000,1548633600000,1
3664,1,1,1547683200000,1547683200000,1
3667,1,1,1548720000000,1548720000000,1
3668,1,1,1548547200000,1548547200000,1
3691,2,1,1547078400000,1547078400000,1
3693,1,1,1547424000000,1547424000000,1
3704,2,1,1546560000000,1546560000000,1
3717,3,1,1546473600000,1546473600000,1
3718,1,1,1546300800000,1546300800000,1
3723,1,1,1546992000000,1546992000000,1
3736,2,1,1547164800000,1547164800000,1
3739,1,1,1547769600000,1548892800000,2
3740,2,1,1547596800000,1547596800000,1
3750,1,1,1548633600000,1548633600000,1
3751,2,1,1546646400000,1546646400000,1
3751,3,1,1548892800000,1548892800000,1
3756,3,1,1547596800000,1547596800000,1
3757,1,1,1547337600000,1547337600000,1
3780,3,1,1547337600000,1547337600000,1
3782,2,1,1548633600000,1548633600000,1
3804,1,1,1547251200000,1547251200000,1
3807,3,1,1548028800000,1548028800000,1
3814,2,1,1546905600000,1546905600000,1
3821,3,1,1548806400000,1548806400000,1
3823,2,1,1547251200000,1548892800000,2
3825,2,1,1547510400000,1547510400000,1
3841,2,1,1548633600000,1548633600000,1
3844,3,1,1546732800000,1547510400000,2
3877,1,1,1547856000000,1547856000000,1
3880,2,1,1546819200000,1546819200000,1
3881,3,1,1546646400000,1546646400000,1
3888,2,1,1547424000000,1547424000000,1
3889,2,1,1548374400000,1548374400000,1
3900,2,1,1548720000000,1548720000000,1
3901,1,1,1547337600000,1547337600000,1
3922,3,1,1548201600000,1548201600000,1
3928,2,1,1548201600000,1548201600000,1
3937,2,1,1548201600000,1548201600000,1
3939,3,1,1548460800000,1548460800000,1
3946,3,1,1546300800000,1546300800000,1
3957,2,1,1548460800000,1548460800000,1
3973,2,1,1546300800000,1546300800000,1
3990,2,1,1546300800000,1546300800000,1
4005,2,1,1548720000000,1548720000000,1
4023,3,1,1548374400000,1548374400000,1
4029,1,1,1548288000000,1548288000000,1
4035,3,1,1548892800000,1548892800000,1
4037,1,1,1547337600000,1547337600000,1
4038,1,1,1548720000000,1548720000000,1
4055,2,1,1547164800000,1547164800000,1
4063,1,1,1546646400000,1546646400000,1
4064,2,1,1547769600000,1547769600000,1
4067,3,1,1547510400000,1547510400000,1
4069,1,1,1548460800000,1548460800000,1
4069,3,1,1548201600000,1548201600000,1
4085,3,1,1546473600000,1546473600000,1
4111,2,1,1546992000000,1546992000000,1
4113,3,1,1546300800000,1546300800000,1
4133,1,1,1548288000000,1548288000000,1
4136,1,1,1546473600000,1546473600000,1
4139,2,1,1548547200000,1548547200000,1
4140,2,1,1547769600000,1547769600000,1
4143,3,1,1546992000000,1546992000000,1
4144,2,1,1548374400000,1548374400000,1
4155,1,1,1547251200000,1547251200000,1
4157,2,1,1548806400000,1548806400000,1
4162,1,1,1548460800000,1548460800000,1
4165,2,1,1547078400000,1547078400000,1
4166,2,1,1547078400000,1547078400000,1
4175,2,1,1546387200000,1546387200000,1
4177,1,1,1546300800000,1546300800000,1
4181,3,1,1546992000000,1546992000000,1
4184,3,1,1546387200000,1546387200000,1
4203,1,1,1547251200000,1547251200000,1
4212,2,1,1547337600000,1547337600000,1
4218,2,1,1547078400000,1547078400000,1
4220,3,1,1548892800000,1548892800000,1
4221,1,1,1548720000000,1548720000000,1
4223,3,1,1548201600000,1548201600000,1
4226,3,1,1546992000000,1546992000000,1
4236,2,1,1546732800000,1546732800000,1
4238,1,1,1548892800000,1548892800000,1
4251,1,1,1547856000000,1547856000000,1
4272,2,1,1547683200000,1547683200000,1
4282,1,1,1547683200000,1547683200000,1
4282,3,1,1547424000000,1547424000000,1
4293,3,1,1548806400000,1548806400000,1
4294,3,1,1547337600000,1547337600000,1
4297,1,1,1547251200000,1547251200000,1
4303,2,1,1547856000000,1547856000000,1
4307,2,1,1548288000000,1548288000000,1
4341,2,1,1546300800000,1546300800000,1
4346,3,1,1547337600000,1547337600000,1
4358,3,1,1546992000000,1546992000000,1
4362,3,1,1547683200000,1548288000000,2
4368,1,1,1548374400000,1548374400000,1
4371,3,1,1546387200000,1546387200000,1
4382,1,1,1546819200000,1546819200000,1
4390,3,1,1548374400000,1548374400000,1
4394,2,1,1547251200000,1547251200000,1
4396,3,1,1548720000000,1548720000000,1
4401,1,1,1546992000000,1546992000000,1
4434,2,1,1546387200000,1546387200000,1
4448,2,1,1548806400000,1548806400000,1
4454,2,1,1546473600000,1546473600000,1
4455,3,1,1546646400000,1546646400000,1
4482,3,1,1547164800000,1548460800000,2
