user_id,section_id,project_id,post_date,prompt,post_text,post_score,answer_date,answer_text,answer_score
37366,1,3,2019-01-22,Merging two simple arrays into a multidimensional array,<p>I'm trying to merge two arrays together however I can't figure out how.</p> <p>1st Array:</p> <pr,-1,2019-01-22,"<p>Simple <code>foreach</code> to iterate:</p>

<pre><code>$a = array('a', 'b', 'c');
$b = array(1, ",2
11991,1,3,2019-01-10,AXIS error: There is no SOAP service at this location,<p><strong>Note:</strong> I could not find a straight-forward answer to this problem so I will docum,4,2019-01-10,"<p>The <code>server-config.wsdd</code> was missing a neccessary configuration setting.</p>

<pre><co",9
1988,3,3,2019-01-10,How do I escape a comma when using a markup extension?,<p>The value of the second parameter of the markup extension I am using is a string containing some ,6,2019-01-10,<p>You can use single quotes to encapsulate a string; so your mark-up should look something like:</p,16
11971,3,2,2019-01-30,Why isn't this showing?,<p>Web Developer is showing my JavaScript as being valid but if I run the page this does not work. I,0,2019-01-30,"<p>Try this:</p>

<pre><code>jQuery(function(){
   jQuery(""a.site-links"").hover(function(){
        ",0
37788,2,2,2019-01-08,CSS/Javascript to force html table row on a single line,<p>I have an HTML table that looks like this:</p> <pre><code>---------------------------------------,49,2019-01-08,"<p>Use the CSS property <a href=""http://www.w3schools.com/cssref/pr_text_white-space.asp"" rel=""noref",94
1206,1,2,2019-01-03,Basic route information with Cloudmade,<p>I am trying to use CloudMade's route-me service in my application. All I need from the service is,1,2019-01-21,"<p>I lost hope with this one, and asked for an alternate option, and found a good solution with Clou",1
7288,1,3,2019-01-20,Liquid - Fixed - Liquid Layout,<p>I'm working on this web-site: <a href= http://www.justaddsolutions.com/SampleSite/ rel= nofollow ,2,2019-01-20,"<p>just tested this out,</p>

<p><a href=""http://www.antiyes.com/test/4753259/"" rel=""nofollow"">http:",1
18325,2,1,2019-01-06,Nesting a CSV for D3 Tree Layout,<p>I have a CSV file structured thus</p> <pre><code>source target name value1  percentange A1 A1 T1 ,1,2019-01-06,"<p>You can save the node to <code>nodesByName</code>:</p>

<pre><code>var nodesByName = {};

   // C",1
49440,2,3,2019-01-24,Best cross-platform audio library for synchronizing audio playback,<p>I'm writing a cross-platform program that involves scrolling a waveform along with uncompressed w,1,2019-01-27,"<p>The best performing cross platform library for this is jack. Properly configured, jack on Linux c",3
26655,1,2,2019-01-19,Conversion of a Web application from vs2008 to vs2010?,<p>I have a web application which was working well until I converted it from vs2008 to vs2010. It ha,0,2019-01-19,<p>Just a wild guess here but you might want to check your doctype declaration.  I think that VS 200,0
37962,1,2,2019-01-25,Webview won't display url after publishing,<p>I'm new to android development(as well as programming) so please bare with me.. I've recently pub,1,2019-01-25,"<p>Dont know where you have done mistake in codings. But possible mistakes i will list out.</p>

<p>",1
47062,3,1,2019-01-29,Post deobfuscated Javascript code,<p>I used this tool <a href= http://code.google.com/p/cremebrulee/ rel= nofollow >http://code.google,1,2019-01-29,"<p>This is how it looks like after processing by the <a href=""http://jsbeautifier.org/"" rel=""nofollo",2
40036,1,1,2019-01-24,JQuery next class on click,<p>Is there a way to grab the first class after a given class?</p> <p>The code below only selects th,0,2019-01-24,"<p>You need to find the needed element with <a href=""http://api.jquery.com/nextUntil/"" rel=""nofollow",3
22831,2,1,2019-01-18,Android: image ID in layout directory,<p>I have 100 images in my application of different cities and I want to divide these pictures in di,-1,2019-01-18,<p>Those numbers are not fixed. R will be regenerated and can have completely different numbers if y,2
29309,1,3,2019-01-29,Retrieving chat messages stored in custom table quickblox,<p>I'm storing user chat messages in custom table. And I wish to retrieve messages between two users,0,2019-01-29,"<p>You can you try next getRequest:</p>

<pre><code> NSMutableDictionary *getRequest = [NSMutableDic",1
27887,2,3,2019-01-05,Concurrency with loops,<p>it's me again. So i have a problem with concurrency in Ada. Basically part of my program looks li,0,2019-01-06,"<p>If the two inner loops really don't share any data, you can do it loke this:</p>

<pre><code>task",0
10709,1,2,2019-01-30,How to Manage git user?,<p>I have a Plan  I am create some user on my server but I want give them restrict for access our Se,0,2019-01-30,"<p>Well, you may use <code>git-shell</code> as a shell for git-only user (see <code>man git-shell</c",2
30547,1,1,2019-01-17,Assert amount of found nodes greater than N,<p>With Capybara one can easily assert the exact amount of nodes to be found:</p> <pre><code>page.sh,2,2019-01-17,"<p>I think you just have a typo. Try:</p>

<pre><code>expect(page.all(""fieldset.has_many_fields inpu",2
47104,2,2,2019-01-04,How to show a second-tabbarview instead of first-tabbarview in TabBarApplication?,<p>I am doing a reader application in iPhone which have a loginpage the login page is the firsttabba,0,2019-01-04,"<p><p>
hi Stackiphone, </p>

<blockquote>
  <p>For open second tab directly you can done with
  <str",1
31442,2,2,2019-01-17,Git pull reverted commits in master?,<p>A colleague whom we'll call Aaron was assigned to renovate a section of a website as a long-term ,3,2019-01-17,<p>The only way for <code>git pull origin/aaron</code> to do this is if he had a merge from <code>ma,5
47966,2,1,2019-01-23,Remove subview UIImageview from UIScrollView,<p>Hello i have a uiscrollview and i have one object of uiimageview inside the uiscrollview. I start,3,2019-01-26,"<p>A couple of suggestions to get you on the right track: </p>

<ol>
<li><p>If you believe that memo",2
43261,1,1,2019-01-12,Hide all elements but one that is clicked,<p>There have been some posts on this and I have gone through them but still on able to get this don,1,2019-01-12,<p>Try this. You can pass multiple class selectors and then use it to find the corresponding class n,1
25523,1,1,2019-01-28,Get expected Action Parameter type in OnActionExecuting,<p><strong>Question:</strong> Is it possible to know the type of parameter that is expected by the a,0,2019-01-28,"<p>you can get the parameter from the ActionDescriptor.</p>

<pre><code>public class TestCustomAttr ",5
18726,2,2,2019-01-13,How to write this condition in sql?,<p>I have one problem. I want to write this condition in sql:</p> <pre><code>AnyString.StartsWith(St,3,2019-01-13,"<pre><code>Update Table_A
set Column_B = 'WhatEver'
where column_C like String1 + '[_]' + String2 +'",4
1195,1,2,2019-01-09,Column join to merge values,<p>I have a table with languages terms. </p> <pre><code>VAR | EN | ES | FR -------------------------,0,2019-01-09,"<p>You can use the <a href=""https://dev.mysql.com/doc/refman/5.7/en/control-flow-functions.html#func",2
26099,2,2,2019-01-07,Table inside of a div will not center and is slightly off. How can I get a table perfectly centered using HTML and CSS?,<p>I have spent considerable time researching this and could not find a working solution from the ot,1,2019-01-07,<p>You can center the table keeping it absolutely positioned using the <code>transform</code> trick ,0
42134,3,2,2019-01-11,Get the return value from executable jar launched from MFC(c++) Application,<p>I am developing a project where I am launching a jar file. I want a return value from that jar fi,0,2019-01-11,<p>I don't think you should mix shell scripts and MFC. You launched the process from your program an,1
34155,3,1,2019-01-18,Communicating between multiple WPF Usercontrols in a grid (MVVM App),<p>Hi I would like to grow my application by having discrete units of functionality in UserControls ,2,2019-01-18,"<p>Use a message bus. If you're using the <a href=""http://mvvmlight.codeplex.com/"" rel=""nofollow"">MV",2
907,2,1,2019-01-12,Converting GMT value for DateTimeZone?,<p>I'm currently using this to <strong>convert a timestamp to a user's defined timezone</strong>. My,1,2019-01-12,<p>You should probably obtain the user's real timezone (selected from the complete list). Using only,1
18288,1,1,2019-01-17,Choosing the right template engine,<p>since today - I always used simple JSP Tags and JSTL which works but now I'm looking for a little,0,2019-01-17,"<ul>
<li>Velocity is the old man of java template engines, and it shows it. The design is a bit crus",3
5780,1,1,2019-01-03,When Clicking a Textbox How to Give it Focus but Not Change the Cursor Location Inside It,<p>I created an event handler for the <code>Textbox.Enter event</code> which selects a part of the t,5,2019-01-03,"<p>I would like to suggest another way:</p>

<p>In the beginning of the <code>Control.Enter</code> e",1
35432,3,1,2019-01-08,Apply watermark with text / image using GraphicsMagick,<p>I need to be able to apply watermark on an image using either text or another image. Getting it t,4,2019-01-08,"<p>I'm not sure I fully understand your query, so apologies if I've misunderstood, but are you tryin",6
49303,1,1,2019-01-03,Option Value in loop,<p>I must first apologise I'm self teaching python so any help is much appreciated!</p> <pre><code>f,1,2019-01-03,<p>You'll need to iterate over all of the <code>select</code>s you've found and then iterate over al,1
16255,3,1,2019-01-17,Rails Group data and render as json,<p>I have a User model with many coupons. Each coupon has a value. </p> <p>I would like to retrieve ,0,2019-01-17,"<p>There is a method called sum that can be used on the associations. For example:</p>

<pre><code>@",1
6165,3,3,2019-01-23,Converting a flash chart to image / pdf,<p>Need help in figuring out a tool which can convert a flash (.swf) chart to any image format to be,3,2019-01-23,"<p>I would look into as3corelib from Adobe.</p>

<p><a href=""http://code.google.com/p/as3corelib/"" r",3
29017,3,1,2019-01-07,Dynamically increase the memory of Java programs,<blockquote> <p><strong>Possible Duplicate:</strong><br> <a href= http://stackoverflow.com/questions,3,2019-01-07,<p>You may need to think of other solutions other than dynamically changing memory size including </,2
6247,3,3,2019-01-11,Why does compilation fail with not found: value Users ?,<p>I want to retrieve a row from my default database <code>postgres</code>. I have table Users defin,1,2019-01-11,<p>The compilation error message says it all - there's no value <code>Users</code> to use in the sco,2
44068,3,3,2019-01-24,How to ask user to rate my app from code?,<p>I know how to invoke Google Play from my application from the code. However it starts the main pa,1,2019-01-25,<p>Android applications have to be rated by the user inside the Google Play Store. The best you can ,1
1925,1,2,2019-01-26,instantiateViewControllerWithIdentifier after Facebook login,<p>I trying to capture the results of user Facebook details after they have login instantiate a view,0,2019-01-26,<p>1) As this method <code>FBSDKGraphRequest</code> make  asych call on back ground thread.You need ,0
6687,3,3,2019-01-24,CodeIgniter form_dropdown selected value,<p>I have a form using CI's form_dropdown that pulls an array from DB....</p> <pre><code>$osValue = ,0,2019-01-24,"<p>You have a couple of problems:</p>

<p>1) There is no ID on the select, yet you are querying for ",1
33708,1,2,2019-01-07,Correct calculation from ldpi dp values for mdpi and so on,<p>I'm having a gridview for which I determine the cell size like this (in the xml file):</p> <pre><,0,2019-01-07,"<p>using <code>dp</code> as the unit is independent of the density of the screen, so you can stick t",0
39953,3,1,2019-01-11,Apache: RewriteRule removing trailing dot,<p>Here is my .htaccess rules:</p> <pre><code>RewriteEngine On RewriteCond %{REQUEST_FILENAME} -s [O,1,2019-01-11,<p>It might just be that php excludes trailing dots. I know that they often convert dot's in POST/GE,0
31309,1,1,2019-01-03,How to make Access select the entire text in a box instead of all records when using ctrl+a?,<p>In Access is there a way to set what is selected when a user hits ctrl+a? I have a text box for u,1,2019-01-03,"<p>Working with a textbox and the <a href=""http://msdn.microsoft.com/en-us/library/office/ff834507%2",1
48226,2,2,2019-01-25,Adding objects during run time?,<h2>Background</h2> <p>I have a tab which is made active if there is more than one record returned f,0,2019-01-25,"<p>Try something like this out:</p>

<pre><code>        for (int i = 0; i &lt; rowCount; i++)
      ",1
39552,2,2,2019-01-18,Apache redirect secure to nonsecure for certain subdomains,<p>I have several domains with the same subdomain that may or not be accessed securely. I need to re,0,2019-01-18,"<p>I assume you want the id query strings to match in the redirect?</p>

<p>Try this in your .htacce",1
9351,1,3,2019-01-29,WP7 video brush orientation,<p>I have gone through several Q&amp;A here and on different portals but cannot get this working... ,0,2019-02-01,"<p>it is not necessary to assign the event in the constructor, you can do this:</p>

<pre><code>publ",0
26744,2,3,2019-01-11,iOS SQLite Data Store - Update VS. Recreate,<p>I am building a read-only iOS application that will ship with a default SQLite data store with th,1,2019-01-11,<p>I would download the new data and update the application DB vs downloading a new DB. Your initial,3
6963,2,2,2019-01-28,How to center a new div based on mouse cursor,<p>Hi I am trying to place a div in the center of my mouse course when I click a link</p> <p>I have ,-1,2019-01-28,"<p>Try</p>

<pre><code>var x = e.pageX - w
var y = e.pageY - h
</code></pre>

<p><a href=""http://jsf",0
12877,2,3,2019-01-08,Excel VBA variable use: Is it better to use multiple variables or one array to store information,<p>I've been using VBA for about a month now and this forum has been a great resource for my first p,1,2019-01-08,"<p>As others have noted, there's no need to use arrays for variables which are not related or part o",2
27236,1,2,2019-01-07,Month difference between 2 dates,<p>I am trying to calculate MONTH difference between one date column and today. Do we have any metho,2,2019-01-07,"<p>You could always add 6 months to the submission date, and compare it to the current date.</p>

<p",3
18311,1,2,2019-01-28,Create attachment from the stream of the data,<p>I am trying to create SendGrid email attachment on-the-fly in C# on Azure. How can I correct the ,1,2019-01-28,"<p>OK... i think I figured it out. When I pass the stream type into the method I need to strip the """,0
22350,1,3,2019-01-24,Javascript: how to put some value on the textfield data-id attribute,<p>I have a textbox where I kept a empty textbox so on load of it I want to put some data on the att,0,2019-01-24,"<p>It's </p>

<pre><code> $(""#shiftSel"").attr(""data-id"",dateArr[0]);
</code></pre>

<p>or <a href=""h",0
8737,1,1,2019-01-02,Used strict and warning but still no error messages when there is supposed to be a mistake somewhere,<p>I have a program that basically opens and reads the syslog in ubuntu and use a keyword text file ,1,2019-01-02,<p>You include <code>$keywordInfo</code> in your regex. But <code>$keywordInfo</code> is a filehandl,4
21928,2,3,2019-01-14,How to process business rules when using Dependency Injection and Repository Pattern in Controller?,<p>So 99% of all DI examples using the Repository pattern with MVC (or Web API) show something simil,3,2019-01-14,"<p>Both options will create a dependency on the business logic processor, you always have to be care",4
38818,3,2,2019-01-06,Interface usage question,<p>Why is it that an interface seems to be exactly the same thing as the class but just the function,2,2019-01-06,"<p><a href=""https://stackoverflow.com/questions/383947/what-does-it-mean-to-program-to-an-interface/",1
36110,1,1,2019-01-03,Convert binary string to const char* for send (web server),<p>I want send <code>binary data</code> with function <code>send()</code></p> <p><strong>functions:<,1,2019-01-03,"<p>You could:</p>

<pre><code>void ssend(const std::string&amp; data)
{
  send(socket_fd, data.data(",1
8300,1,3,2019-01-18,How do I get Unicorn to show post parameters in the development log?,<p>I just started giving Unicorn a try (over Thin) and so far I do like the format of the output exc,3,2019-04-10,"<p>If you're using Foreman with a procfile, you can add this line to your Procfile:</p>

<pre><code>",-2
11771,3,2,2019-01-26,How to tell if connected to internet,<p><strong>I wish to write a windows app which does something when I become disconnected from the in,3,2019-01-26,<p>Beware that connected to the Internet does not really mean anything: what if you are connected to,10
35595,3,1,2019-01-16,How to get a record with an objectId for the Pointer field?,<p>Let's say I have the <code>objectId</code> of a record from a <code>Category</code> class and I n,1,2019-01-16,"<p>Create a new object of the category and put the id of this object the id that you search.</p>

<p",2
39866,3,3,2019-01-15,Can I use the text correction ui element on a normal UIView,<p>I'd like to use the text correction ui element in my own UIView. Is this allowed &amp; possible? ,0,2019-01-15,"<p>You can use UIMenuController, which might be close to what you want (it's the thing that shows th",1
3616,2,3,2019-01-30,My SDK has its own python interpreter. How do I install modules for it?,<p>I recently downloaded the python-ogre SDK which appears to include its own python interpreter.</p,2,2019-02-24,"<p>Each Python interpreter has its sys.path, which it will use to search for modules.</p>

<p>When y",0
48316,3,1,2019-01-03,Problem setting Zend_Form_Element ID to id,<p>I find that when I try doing</p> <pre><code>$this-&gt;addElement('hidden' 'id'); </code></pre> <p,1,2019-01-04,"<p>Finally direcovered =)</p>

<p>Change your property name <code>$id</code> to <code>$_id</code> (a",2
17654,2,3,2019-01-12,How to add an overlay map above default Google map?,<p>Just to be clear from the start I've never used Google maps in any of my programs/projects so I h,2,2019-01-12,<p>It depends on how detailed/large the overlay needs to be.  MapTiler is fantastic if you need to b,1
41105,2,3,2019-01-08,Angularjs SEO: is making html snapshots required anymore?,<p>As Google announced Times have changed. Today as long as you're not blocking Googlebot from crawl,1,2019-01-09,"<p>That's true Google doesn't need it anymore.</p>

<p>But other services might use it. See: <a href",1
698,3,1,2019-01-29,Multiplying Inequalities in Asymptotic Analysis,<p>I am trying to prove something and I'm not sure if my math is correct. Simplified down let's say ,0,2019-01-29,"<p>Yes, it's legal. Suppose <code>a &lt; b &lt; c</code> and <code>d &lt; e &lt; f</code>. Multiplyi",3
7746,3,3,2019-01-24,How to change Collation to utf8_bin in one go,<p>I have set up the Collation of all my database tables as <code>latin1_swedish_ci</code> and now I,7,2019-01-24,"<p>You'll simply need to run an ALTER on each of the tables as follows:</p>

<pre><code>ALTER TABLE ",29
30118,3,1,2019-01-31,Binding a ViewModel command to a WPF DataGrid,<p>Is there a friendly and fast way of bind a command to a WPF <code>DataGrid</code> double click ev,1,2019-01-31,"<p>This is a common desire for implementing Model-View-ViewModel (MVVM) in general, and not easily a",1
40599,1,3,2019-01-15,Hadoop - Difference between single large node and multiple small node,<p>I am new in hadoop. I am wondering are there any different between single node and multi-node if ,0,2019-01-15,<p>It is always better to have more number of data nodes instead of one powerful node. Basically we ,0
1868,3,2,2019-01-21,Creating a Bookmarklet Dependent on jQuery,<p>I'm using Mr Coles' Bookmarklet creator( <a href= http://mrcoles.com/bookmarklet/ rel= nofollow >,0,2019-01-21,"<pre><code>... A-Z0-9._-]+\.[a-zA-Z0-9._-]+)/gi);}email = """",pho ...
                               ",1
18,1,3,2019-01-20,JS: Uncaught TypeError: Type error when trying to use putImageData,<p>I am trying to program a very simple image manipulator. My first function is to greyscale the ima,0,2019-01-20,"<p><a href=""https://developer.mozilla.org/en-US/docs/Web/API/CanvasRenderingContext2D#putImageData%2",1
2438,1,2,2019-01-03,Default Build Action in App_Code directory?,<p>Every time I add a new class anywhere underneath my App_Code directory in my MVC 3 web applicatio,3,2019-01-03,"<p>MVC projects aren't Website projects, they are Web Application projects.  Website projects (unles",9
32889,3,1,2019-01-22,How do I download zip file in C#?,<p>I use HTTP GET that downloads a zip file in a browser something like <a href= https://abcd.com/up,9,2019-01-22,<p>It's mainly because you use a <code>StreamWriter : TextWriter</code>  to handle a binary Zip file,39
42943,2,2,2019-01-09,Is this a valid structure of an app,<p>I have the following structure in my app is this a correct/valid way of doing it?</p> <p>UINaviga,0,2019-01-09,"<p>This is not recommended, but it should be OK. The aweful Wordpress app also does this. This depen",1
823,2,2,2019-01-23,Changing the language manually to Simplifies Chinese,<p>I use this code to change the language of my app manually:</p> <pre><code>Locale locale = new Loc,1,2019-01-23,"<p>Thanks for the help of user2968888 this is how I solved:</p>

<pre><code>Locale locale;
if(OneLan",0
48438,3,2,2019-01-19,How can I make the left pane extend to the full height of the right pane's content?,<p>I've been trying to make this work for 2 days now and have read many examples and stack overflow ,0,2019-01-19,"<p>You need a <code>container</code>, otherwise <code>leftpane</code> wouldn't know how much the <co",2
39333,1,1,2019-01-16,How does wordpress password hash work?,<p>I need to integrate a Django system with a Wordpress site as in wordpress users should be able to,4,2019-01-16,"<p>There is a comment in the implementation saying:</p>

<pre><code>  28  /**
  29   * Portable PHP ",7
30262,1,3,2019-01-03,Inline array initialization,<p>I was used to using</p> <pre><code>new int[] {12345}; </code></pre> <p>for initializing array. Bu,6,2019-01-03,"<p>This has never worked in the current version of C++, you have only been able to <em>zero-initiali",21
32608,2,1,2019-01-08,Force importing module from current directory,<p>I have package <code>p</code> that has modules <code>a</code> and <code>b</code>. <code>a</code> ,8,2019-01-08,"<p>After rereading the Python <a href=""http://docs.python.org/2/tutorial/modules.html#intra-package-",9
42087,1,3,2019-01-05,Maven test/resources directory and integration test,<p>Hopefully should be a simple question...</p> <p>I have an integration test module which contains ,2,2019-01-05,<p>The classpath mechanism does not work for files. Relative file paths are resolved from the curren,12
35723,1,3,2019-01-22,How to plot graphs in R for certain groups that satisfy a criteria?,<p>Here's a simple dataset I made:</p> <pre><code>test &lt;- data.frame( ID=1:10 group=c(3213334133),3,2019-01-22,<p>You can use <code>transform()</code> and <code>ave()</code> to add a column indicating how many o,3
12111,1,1,2019-01-21,How to disable auto indentation in qt xml,<p>I am trying to Edit an xml file in which some tags are properly intended  but some are not. This ,0,2019-01-21,"<p>Use <code>QDomDocument::toString</code> with <code>indent = -1</code>. </p>

<p><a href=""http://q",0
29482,3,2,2019-01-23,CSS background-image: url path,<p>If I am running my web project locally from a local directory and linking to background image fil,-1,2019-01-23,"<p>This is normal behavior since in the file system, you have open the css, or the css has to make r",0
34510,1,2,2019-01-31,Can existing virtualenv be upgraded gracefully?,<p>I have a virtualenv created for Python 2.5 and want to upgrade it to Python 2.6. </p> <p>Here is ,49,2019-01-31,"<p>You can use the Python 2.6 virtualenv to ""revirtual"" the existing directory. You will have to rei",60
29742,3,2,2019-01-14,Select row with most recent date per user where date is more than current date,<p>My table is:</p> <pre><code> id user date ---|-----|------------| 1 | ab | 2011-03-04 | 2 | ab | ,1,2019-01-14,"<p>Thanks to <code>@TimBiegeleisen</code> for the answer..
I've tried this code and it works..</p>

",0
22675,1,1,2019-01-26,Manipulating Bits of Any Value Type,<p>Has anybody cooked up some generic functions that extend <code>core.bitop</code> bitmanipulations,4,2019-12-23,"<blockquote>
  <p>Is there a traits to check if a type has value semantics or not?</p>
</blockquote>",1
13914,2,1,2019-01-01,Display related data in a datagridviewtextboxcolumn,<p>I have a datagridview bound to a bindingsource. Two of the columns contain values that link to th,1,2019-01-02,"<p>There are at least four ways of doing this (from easiest to hardest)</p>

<p>1) <a href=""http://m",1
30419,2,1,2019-01-18,Access SVG element attribute with jquery's 'this'?,<p>I'm trying to access an SVG element's attribute via a jQuery function. I can access each element ,-1,2019-01-18,"<p>You can use <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Obj",1
18005,2,3,2019-01-17,Android: Fragments act unexpected (suddenly transparent?),<p>I have a problem with my fragments. I use this code to navigate between the fragments:</p> <p>Bet,0,2019-01-17,"<p>Okay, i found a solution:</p>

<p>I had to remove the inner fragments manualy via the command:</p",0
7877,1,3,2019-01-27,Get average color on bufferedimage and bufferedimage portion as fast as possible,<p>I am trying to find image in an image. I do this for desktop automation. At this moment I'm tryin,1,2019-01-27,"<p>I think that no matter what you do, you are going to have an <code>O(wh)</code> operation, where ",6
35765,1,1,2019-01-18,Visual Studio 2008 unit testing using the same file resource,<p>I am using the built-in unit testing framework of Visual Studio 2008 to get my feet wet with TDD ,1,2019-01-18,"<p>Use the intialize method to load the ""chunk"" before the tests need it. You can then reuse the sam",1
42863,3,1,2019-01-18,New-Object cannot contain a dash (-) but needs to,<p>I am creating a new object for export values to CSV:</p> <pre><code>New-Object -TypeName PSObject,1,2019-01-18,<p>You simply need to treat the <code>host-preset</code> property name as a string by <strong>enclos,7
15060,3,1,2019-01-17,Adding days to a date using std.datetime,<p>Why are you not allowed to add <em>days</em> to a date in std.datetime? You can add months and ye,1,2019-01-17,"<p>You can use <code>Duration</code> from <code>core.time</code>.
Importing <code>std.datetime</code",5
6499,3,3,2019-01-28,how can I automatically run my tests after compilation?,<p>Is there any easy way to automatically run my unit tests after a successful compilation?</p>,1,2019-01-28,"<p>Think about it the other way around: instead of running unit tests each time you compile, simply ",2
2052,3,1,2019-01-21,Reduce the number of Signatures Required when compiling my BlackBerry phonegap app,<p>I am building a Cordova / Blackberry app and am struggling to load the program on my device for t,0,2019-01-22,"<p>The size of your app largely determines this.</p>

<p>When you build a BlackBerry app, it gets pa",1
14107,2,1,2019-01-10,Java/XML - Change TextView,<p>Can someone explain me why this code doesn't work? I want to change the text of the textview with,-2,2019-01-10,<p>Code to change the <code>textview</code>'s text through java code should contain at least one <co,0
43734,3,1,2019-01-07,Passing scope through an angularjs directive,<p>I want to create a reusable directive that passes the parent scope through the directive to it's ,1,2019-01-09,"<p>For what you need, you can use the <code>transclude</code> property of the <strong><a href=""http:",3
6590,1,2,2019-01-07,Python readline tab-completion in cmd.Cmd when sys.stdout has been replaced,<p>Currently I have an application which uses the cmd.Cmd module for the command line interface tab-,4,2019-01-07,"<p>I don't know precisely why replacing <code>sys.stdout</code> does not work, but in any case you c",1
33088,2,3,2019-01-05,Typhoon swap assembly for UI testing,<p>Is it possible to swap or patch an assembly when running a UI test on iOS? Currently I have a pro,1,2019-01-05,<p>Now there's a few ways with Typhoon that one component can be swapped for another. We could use <,2
28139,2,2,2019-01-27,Avoid empty cells on CSV export for varying row lenght,<p>My rows do not have the same lenght and I need to avoid the blanks in between when i export to CS,1,2019-02-02,"<p>I found it was pretty simple to solve, I just added a loop to check and delete if the last symbol",0
16164,2,1,2019-01-16,ListView item doesn't show text when icon enable in API 8,<p>I have a very strange bug with <code>ListView</code> items <strong>in API 8 device</strong>. I ha,0,2019-02-05,"<p>Besides I fixed this bug! Just need to add <code>android:background=""@android:color/transparent""<",0
25744,2,1,2019-01-06,Default values in java,<p>Hi I am having the following code. when i am using instance variables i am getting the output as ,2,2019-01-06,"<p>Only instance variables, static(Class) variables and array components are initialized to default ",2
23737,1,3,2019-01-05,Child Windows not showing,<pre><code>ATOM MyRegisterChildClass(void) { WNDCLASSEX wcex = {0}; wcex.cbSize = sizeof(WNDCLASSEX),0,2019-01-05,"<pre><code>    for(i = 0; i &lt; 9; i++)
        hChild[i] = CreateWindow(ChildClassName, NULL, WS_C",3
9492,3,3,2019-01-12,Extract equation in bunch of code in Java,<p>I have a Java project which required to extract mathematical equation from bunch of code that ent,-2,2019-01-12,<p>You need to write or find a parser that understands Java -- or at least understands Java well eno,0
44370,2,2,2019-01-11,How to Distribute iphone application to app store using paid Account id,<p>Hi Dear i have register apple account id can u plz guide the steps how do i have to upload may ap,0,2019-01-11,"<p>See first below link it covers basic steps:</p>

<pre><code>http://arstechnica.com/apple/2009/04/",2
